Running Reverse KL,Real Sto Return,Real Det Return,Itration,Running Forward KL,q,clip,folder,episode,environment,seed
230.2275,1968.93,2785.16,96,127.3451,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,480000,Humanoid-v5,42
220.5872,2587.02,3756.15,97,124.3883,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,485000,Humanoid-v5,42
194.8898,3380.23,3408.19,98,108.2223,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,490000,Humanoid-v5,42
216.9225,2738.89,2790.89,99,101.1396,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,495000,Humanoid-v5,42
177.8339,2598.25,1952.33,100,87.7846,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,500000,Humanoid-v5,42
199.8953,3113.37,4123.19,101,105.6355,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,505000,Humanoid-v5,42
206.3654,3260.28,4107.72,102,106.5206,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,510000,Humanoid-v5,42
179.1111,3804.59,3561.35,103,88.4534,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,515000,Humanoid-v5,42
203.0145,2220.39,2621.02,104,110.1779,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,520000,Humanoid-v5,42
192.5288,2842.39,1683.56,105,110.764,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,525000,Humanoid-v5,42
191.915,2939.43,2571.14,106,103.7034,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,530000,Humanoid-v5,42
224.0399,1937.08,2031.94,107,127.5505,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,535000,Humanoid-v5,42
198.5383,3729.38,4381.72,108,99.6237,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,540000,Humanoid-v5,42
200.6414,2452.67,3225.84,109,114.91,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,545000,Humanoid-v5,42
228.2861,2367.41,2033.19,110,135.6369,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,550000,Humanoid-v5,42
216.6736,2873.48,4022.01,111,120.2292,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,555000,Humanoid-v5,42
186.1894,3449.7,3526.22,112,106.6215,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,560000,Humanoid-v5,42
191.2459,4384.97,4940.18,113,108.8598,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,565000,Humanoid-v5,42
199.3261,2603.99,4768.15,114,112.3535,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,570000,Humanoid-v5,42
191.6373,3748.06,3484.27,115,106.604,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,575000,Humanoid-v5,42
192.8966,3957.86,4765.43,116,96.1584,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,580000,Humanoid-v5,42
181.6495,3411.5,4961.03,117,93.3869,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,585000,Humanoid-v5,42
177.2332,3802.14,5124.32,118,93.8789,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,590000,Humanoid-v5,42
194.2211,4113.49,4154.71,119,100.4192,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,595000,Humanoid-v5,42
196.9171,3833.02,2786.9,120,107.4198,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,600000,Humanoid-v5,42
169.972,4414.56,4284.38,121,82.8261,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,605000,Humanoid-v5,42
202.781,3886.3,3962.78,122,101.3064,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,610000,Humanoid-v5,42
170.8987,3772.58,4451.6,123,82.7863,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,615000,Humanoid-v5,42
188.3531,4037.07,1794.65,124,95.7637,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,620000,Humanoid-v5,42
199.8176,4090.1,3998.44,125,107.7281,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,625000,Humanoid-v5,42
199.6959,2474.77,4708.18,126,109.8255,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,630000,Humanoid-v5,42
190.2345,4368.86,3785.83,127,95.3799,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,635000,Humanoid-v5,42
178.5393,3924.79,4450.25,128,96.1479,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,640000,Humanoid-v5,42
217.5896,2362.46,2484.5,129,117.2344,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,645000,Humanoid-v5,42
208.1924,3677.96,4111.88,130,112.3812,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,650000,Humanoid-v5,42
186.2706,4358.57,2725.99,131,92.9594,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,655000,Humanoid-v5,42
185.0239,4561.13,4009.77,132,99.8772,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,660000,Humanoid-v5,42
203.6676,3388.26,2943.75,133,113.0688,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,665000,Humanoid-v5,42
193.7071,4401.39,3852.3,134,104.3545,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,670000,Humanoid-v5,42
200.3595,4184.68,4807.9,135,107.5353,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,675000,Humanoid-v5,42
182.2839,4743.58,4851.52,136,89.4499,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,680000,Humanoid-v5,42
190.6893,4809.86,4494.49,137,108.3586,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,685000,Humanoid-v5,42
199.9698,4592.61,5044.66,138,107.6284,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,690000,Humanoid-v5,42
193.7635,4646.24,2187.17,139,98.3321,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,695000,Humanoid-v5,42
174.7414,4876.71,4980.14,140,85.5349,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,700000,Humanoid-v5,42
181.689,4613.46,4408.66,141,92.4968,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,705000,Humanoid-v5,42
173.5097,3923.53,4398.61,142,81.9441,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,710000,Humanoid-v5,42
200.9812,4444.9,4887.93,143,111.2381,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,715000,Humanoid-v5,42
190.6954,4754.76,4834.47,144,107.8711,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,720000,Humanoid-v5,42
179.0706,4537.3,5071.65,145,89.1434,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,725000,Humanoid-v5,42
190.6961,5020.86,5076.49,146,103.7699,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,730000,Humanoid-v5,42
228.1557,3631.92,4429.47,147,124.6881,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,735000,Humanoid-v5,42
197.9364,4995.75,4851.06,148,120.9048,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,740000,Humanoid-v5,42
201.2053,3751.95,4599.17,149,107.4875,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,745000,Humanoid-v5,42
171.2228,5069.1,4712.78,150,75.5573,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,750000,Humanoid-v5,42
175.3667,5045.95,4880.83,151,81.7803,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,755000,Humanoid-v5,42
179.9723,5117.14,5039.39,152,87.9317,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,760000,Humanoid-v5,42
171.4775,4816.77,4877.24,153,80.1663,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,765000,Humanoid-v5,42
176.0292,5064.13,3899.71,154,83.218,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,770000,Humanoid-v5,42
188.1596,5013.32,4922.72,155,92.9247,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,775000,Humanoid-v5,42
174.9178,4779.76,5078.9,156,77.4738,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,780000,Humanoid-v5,42
183.5598,5026.05,5107.85,157,89.2137,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,785000,Humanoid-v5,42
201.631,4790.64,4669.76,158,93.7384,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,790000,Humanoid-v5,42
180.0694,4621.1,2760.99,159,86.3652,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,795000,Humanoid-v5,42
165.4683,5107.76,5196.48,160,64.412,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,800000,Humanoid-v5,42
163.4339,5034.2,4998.28,161,68.106,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,805000,Humanoid-v5,42
161.087,5050.34,3707.2,162,64.7757,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,810000,Humanoid-v5,42
175.732,4931.42,4850.74,163,78.7837,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,815000,Humanoid-v5,42
170.3301,4418.03,3240.91,164,77.4067,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,820000,Humanoid-v5,42
176.1154,5030.89,5134.21,165,81.5776,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,825000,Humanoid-v5,42
163.2482,4792.85,5084.71,166,65.2424,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,830000,Humanoid-v5,42
170.109,4922.6,4159.78,167,66.2274,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,835000,Humanoid-v5,42
153.7751,5037.51,5207.75,168,53.307,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,840000,Humanoid-v5,42
171.7815,4926.82,5156.01,169,72.1947,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,845000,Humanoid-v5,42
164.5706,4940.68,4501.68,170,62.0066,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,850000,Humanoid-v5,42
170.7398,5042.42,4778.31,171,66.3617,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,855000,Humanoid-v5,42
155.8147,4954.08,5151.8,172,65.8119,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,860000,Humanoid-v5,42
145.7778,5065.03,3748.31,173,45.9006,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,865000,Humanoid-v5,42
164.2542,4836.41,3437.26,174,64.6569,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,870000,Humanoid-v5,42
161.8328,4857.72,5061.74,175,71.6056,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,875000,Humanoid-v5,42
149.1283,5093.77,5196.13,176,49.62,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,880000,Humanoid-v5,42
146.8956,5132.96,4541.42,177,49.267,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,885000,Humanoid-v5,42
175.5879,4162.71,4975.87,178,64.4995,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,890000,Humanoid-v5,42
144.2603,4893.6,5054.02,179,49.7447,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,895000,Humanoid-v5,42
286.5581,1424.71,4500.28,180,142.719,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,900000,Humanoid-v5,42
161.0114,5117.92,5049.71,181,56.9898,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,905000,Humanoid-v5,42
144.3634,4548.61,1431.92,182,40.5028,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,910000,Humanoid-v5,42
176.3784,4933.84,4910.64,183,73.7103,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,915000,Humanoid-v5,42
155.677,4336.48,2169.8,184,57.2578,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,920000,Humanoid-v5,42
152.6028,4740.08,4095.32,185,56.3572,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,925000,Humanoid-v5,42
157.1688,4957.39,4233.0,186,62.8905,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,930000,Humanoid-v5,42
140.0995,5150.48,4193.98,187,37.7618,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,935000,Humanoid-v5,42
147.5386,5063.14,4183.55,188,56.6628,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,940000,Humanoid-v5,42
156.7769,5008.13,5201.25,189,55.3343,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,945000,Humanoid-v5,42
161.3069,4509.02,4124.69,190,62.3038,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,950000,Humanoid-v5,42
214.074,3023.44,3773.25,191,112.2722,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,955000,Humanoid-v5,42
168.8327,5033.99,5246.37,192,73.9011,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,960000,Humanoid-v5,42
158.4702,5060.61,4999.67,193,61.3095,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,965000,Humanoid-v5,42
153.1209,5083.12,2898.6,194,55.9559,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,970000,Humanoid-v5,42
174.3813,4490.6,4932.77,195,76.467,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,975000,Humanoid-v5,42
169.508,4789.75,3440.07,196,76.7727,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,980000,Humanoid-v5,42
152.1602,5144.5,5286.87,197,53.2453,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,985000,Humanoid-v5,42
161.5937,4661.45,2630.8,198,61.0834,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,990000,Humanoid-v5,42
172.1137,4384.68,4301.4,199,77.3365,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,995000,Humanoid-v5,42
161.5278,4712.83,4295.59,200,68.1711,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1000000,Humanoid-v5,42
158.8806,4914.14,5154.56,201,55.5301,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1005000,Humanoid-v5,42
164.6987,5118.71,4916.93,202,67.0337,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1010000,Humanoid-v5,42
155.5612,4861.29,4220.53,203,60.3755,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1015000,Humanoid-v5,42
153.9975,4917.04,4591.95,204,64.952,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1020000,Humanoid-v5,42
166.3206,4447.01,3388.86,205,65.534,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1025000,Humanoid-v5,42
175.7903,4274.62,4388.39,206,79.6651,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1030000,Humanoid-v5,42
193.0465,4078.71,3439.51,207,88.4557,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1035000,Humanoid-v5,42
171.8469,4786.37,4670.0,208,81.0987,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1040000,Humanoid-v5,42
174.0814,4848.69,3065.07,209,71.081,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1045000,Humanoid-v5,42
160.1015,4558.27,2978.33,210,68.2678,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1050000,Humanoid-v5,42
158.0508,4755.29,4707.98,211,61.6425,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1055000,Humanoid-v5,42
156.2997,4859.57,3661.7,212,63.7981,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1060000,Humanoid-v5,42
164.8803,4870.78,4894.93,213,70.6095,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1065000,Humanoid-v5,42
174.1109,4230.7,4274.19,214,81.4214,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1070000,Humanoid-v5,42
175.1973,4791.23,4937.31,215,82.5737,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1075000,Humanoid-v5,42
166.7306,4558.83,4711.24,216,71.7187,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1080000,Humanoid-v5,42
166.7638,4685.42,3862.83,217,72.0477,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1085000,Humanoid-v5,42
179.2147,4401.19,4564.88,218,75.8745,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1090000,Humanoid-v5,42
159.9641,4977.75,4043.97,219,65.6607,1,1.0,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_45_q1_seed42_qstd1.0,1095000,Humanoid-v5,42
294.3869,289.75,273.67,0,262.2917,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,0,Humanoid-v5,42
325.0997,326.67,309.14,1,246.1393,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,5000,Humanoid-v5,42
305.2253,384.99,548.52,2,202.8943,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,10000,Humanoid-v5,42
277.5213,413.24,361.8,3,198.2612,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,15000,Humanoid-v5,42
271.4313,406.02,361.98,4,202.1077,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,20000,Humanoid-v5,42
276.888,378.05,269.77,5,196.2613,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,25000,Humanoid-v5,42
262.1499,388.17,488.58,6,203.1211,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,30000,Humanoid-v5,42
279.1454,431.46,462.16,7,200.836,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,35000,Humanoid-v5,42
276.0099,433.08,398.38,8,210.3727,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,40000,Humanoid-v5,42
265.4458,417.31,434.46,9,216.0735,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,45000,Humanoid-v5,42
268.2883,445.36,458.51,10,200.3265,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,50000,Humanoid-v5,42
274.1665,455.0,422.46,11,201.4413,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,55000,Humanoid-v5,42
265.6527,460.05,456.11,12,201.7633,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,60000,Humanoid-v5,42
259.1138,533.53,435.61,13,193.1471,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,65000,Humanoid-v5,42
266.4462,560.62,487.84,14,186.545,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,70000,Humanoid-v5,42
262.3132,515.53,487.49,15,187.8373,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,75000,Humanoid-v5,42
251.2919,584.73,578.0,16,170.5239,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,80000,Humanoid-v5,42
262.7783,561.29,551.24,17,181.3376,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,85000,Humanoid-v5,42
254.2841,632.15,670.97,18,162.0609,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,90000,Humanoid-v5,42
259.9931,591.27,650.01,19,169.3542,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,95000,Humanoid-v5,42
242.5296,642.26,662.14,20,152.5736,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,100000,Humanoid-v5,42
258.2552,551.4,603.43,21,163.2078,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,105000,Humanoid-v5,42
242.4202,584.1,645.43,22,160.4781,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,110000,Humanoid-v5,42
259.9172,591.68,584.27,23,169.4455,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,115000,Humanoid-v5,42
267.7067,748.19,748.24,24,178.1403,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,120000,Humanoid-v5,42
249.8132,719.03,824.55,25,156.6483,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,125000,Humanoid-v5,42
287.3434,643.97,580.74,26,159.4534,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,130000,Humanoid-v5,42
269.0836,847.79,780.33,27,160.985,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,135000,Humanoid-v5,42
244.325,850.38,893.65,28,154.4448,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,140000,Humanoid-v5,42
277.1702,872.89,720.79,29,161.4384,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,145000,Humanoid-v5,42
231.4845,1049.17,858.68,30,129.9901,4,0.1,logs/Humanoid-v5/exp-1/cisl/2025_01_25_00_28_26_q4_seed42_qstd0.1,150000,Humanoid-v5,42
