Real Det Return,Running Update Time,Running Forward KL,Itration,Running Reverse KL,Reward Loss,Running Env Steps,Real Sto Return,q,clip,folder,episode,environment,seed
3445.54,173,12.0243,173,11.4107,-865.2453002929688,865000,3399.61,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,865000,Hopper-v5,42
3464.34,174,11.3276,174,10.9492,-625.6637573242188,870000,3362.41,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,870000,Hopper-v5,42
3430.39,175,12.4114,175,11.15,-1191.7479248046875,875000,3041.76,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,875000,Hopper-v5,42
3396.06,176,11.6613,176,10.388,-1145.8365478515625,880000,3241.4,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,880000,Hopper-v5,42
3463.74,177,11.3409,177,10.941,-710.221435546875,885000,3334.14,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,885000,Hopper-v5,42
3435.49,178,12.1467,178,10.754,-884.379638671875,890000,3270.9,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,890000,Hopper-v5,42
3448.91,179,11.848,179,11.8564,-788.841064453125,895000,3429.93,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,895000,Hopper-v5,42
3452.71,180,11.893,180,10.4898,-1116.54052734375,900000,3163.01,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,900000,Hopper-v5,42
3454.01,181,12.6606,181,12.5768,-967.786865234375,905000,3397.34,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,905000,Hopper-v5,42
3411.39,182,13.346,182,9.5308,-1683.9910888671875,910000,2710.59,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,910000,Hopper-v5,42
3417.74,183,12.6919,183,9.9885,-1514.640380859375,915000,3017.62,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,915000,Hopper-v5,42
3499.24,184,11.3263,184,10.6867,-671.1538696289062,920000,3293.81,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,920000,Hopper-v5,42
3445.66,185,11.9182,185,11.3206,-1071.8787841796875,925000,3396.52,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,925000,Hopper-v5,42
3459.72,186,11.821,186,10.6049,-955.051025390625,930000,3048.9,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,930000,Hopper-v5,42
3398.79,187,12.1424,187,10.6869,-1098.548828125,935000,3284.56,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,935000,Hopper-v5,42
3470.92,188,12.3071,188,9.8372,-1418.615966796875,940000,3145.36,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,940000,Hopper-v5,42
3469.1,189,11.5261,189,11.644,-724.8236083984375,945000,3385.26,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,945000,Hopper-v5,42
3476.71,190,11.4619,190,10.8602,-994.7887573242188,950000,3224.57,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,950000,Hopper-v5,42
3455.51,191,11.0779,191,10.8609,-900.04736328125,955000,3418.35,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,955000,Hopper-v5,42
3471.56,192,11.3362,192,10.8525,-932.186279296875,960000,3318.53,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,960000,Hopper-v5,42
3460.62,193,11.0237,193,11.0616,-873.562255859375,965000,3418.57,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,965000,Hopper-v5,42
3462.0,194,12.2928,194,11.3728,-963.6529541015624,970000,3347.45,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,970000,Hopper-v5,42
3438.55,195,11.7427,195,11.2951,-1057.8106689453125,975000,3384.38,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,975000,Hopper-v5,42
3499.66,196,11.7396,196,11.797,-711.2112426757812,980000,3471.27,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,980000,Hopper-v5,42
3460.03,197,11.4065,197,11.184,-968.6918334960938,985000,3410.45,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,985000,Hopper-v5,42
3490.43,198,11.179,198,11.4617,-810.7324829101562,990000,3391.23,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,990000,Hopper-v5,42
3456.7,199,11.1696,199,11.4125,-849.1785278320312,995000,3423.1,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed42_qstd1.0,995000,Hopper-v5,42
249.27,0,25.9586,0,37.6348,-11.585779190063477,0,228.32,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,0,Hopper-v5,42
282.32,1,25.6422,1,50.2519,-512.3842163085938,5000,300.25,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,5000,Hopper-v5,42
289.61,2,25.4123,2,60.8653,-591.0261840820312,10000,280.72,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,10000,Hopper-v5,42
307.37,3,25.3891,3,37.6643,-432.9150695800781,15000,302.33,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,15000,Hopper-v5,42
323.62,4,26.234,4,23.0519,-503.1085205078125,20000,327.24,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,20000,Hopper-v5,42
344.83,5,25.5694,5,18.4091,-350.553955078125,25000,343.51,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,25000,Hopper-v5,42
324.51,6,25.9861,6,42.9334,-614.8875122070312,30000,332.96,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,30000,Hopper-v5,42
376.29,7,25.9361,7,20.5369,-397.1260681152344,35000,404.59,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,35000,Hopper-v5,42
300.48,8,24.3675,8,21.6086,-179.78128051757812,40000,300.02,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,40000,Hopper-v5,42
380.94,9,23.187,9,26.4539,-524.0733642578125,45000,346.49,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,45000,Hopper-v5,42
349.82,10,25.7365,10,37.8183,-636.7893676757812,50000,340.46,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,50000,Hopper-v5,42
994.89,11,30.0827,11,28.8726,-712.0698852539062,55000,991.74,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,55000,Hopper-v5,42
622.23,12,16.4267,12,18.1483,-364.7747497558594,60000,615.03,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,60000,Hopper-v5,42
596.24,13,18.5375,13,23.7834,-291.81695556640625,65000,602.19,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,65000,Hopper-v5,42
786.95,14,17.0748,14,24.3639,-482.41156005859375,70000,741.53,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,70000,Hopper-v5,42
687.66,15,16.3114,15,31.4803,-852.7464599609375,75000,721.81,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,75000,Hopper-v5,42
1146.24,16,16.0448,16,29.0542,-590.5468139648438,80000,1045.47,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,80000,Hopper-v5,42
1149.87,17,16.4946,17,19.7298,-585.125,85000,896.35,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,85000,Hopper-v5,42
2665.33,18,16.6931,18,13.5032,-259.5064392089844,90000,2301.36,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,90000,Hopper-v5,42
2880.5,19,16.4694,19,11.4941,-380.1078186035156,95000,1912.42,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,95000,Hopper-v5,42
2267.87,20,16.8724,20,13.1347,-270.81854248046875,100000,1244.47,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,100000,Hopper-v5,42
2968.39,21,16.2248,21,14.2929,-487.9661865234375,105000,2451.83,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,105000,Hopper-v5,42
3140.42,22,16.0039,22,11.478,-284.9259338378906,110000,2342.22,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,110000,Hopper-v5,42
2936.33,23,16.8417,23,14.8402,-451.8540344238281,115000,2807.88,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,115000,Hopper-v5,42
1294.86,24,16.1472,24,11.5602,-523.7286987304688,120000,1298.59,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,120000,Hopper-v5,42
3242.61,25,15.7249,25,14.0434,-329.46893310546875,125000,2556.88,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,125000,Hopper-v5,42
3320.4,26,15.6552,26,14.251,-233.03176879882807,130000,3262.66,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,130000,Hopper-v5,42
3359.23,27,14.7235,27,11.6244,-248.27798461914065,135000,2257.4,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,135000,Hopper-v5,42
3349.65,28,15.849,28,14.7087,-244.2677764892578,140000,3246.95,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,140000,Hopper-v5,42
3358.61,29,13.636,29,12.9003,-223.68544006347656,145000,3267.27,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,145000,Hopper-v5,42
3439.08,30,14.9034,30,12.146,-163.23257446289062,150000,2482.66,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,150000,Hopper-v5,42
3377.42,31,13.8923,31,12.1873,-210.67596435546875,155000,3184.22,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,155000,Hopper-v5,42
3348.31,32,13.9221,32,12.237,-209.15432739257807,160000,3026.53,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,160000,Hopper-v5,42
3381.94,33,13.6445,33,12.5422,-297.0512390136719,165000,3348.75,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,165000,Hopper-v5,42
3378.13,34,14.1664,34,13.4065,-302.0884704589844,170000,3352.92,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,170000,Hopper-v5,42
3402.56,35,14.0121,35,12.6195,-397.9552917480469,175000,2748.27,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,175000,Hopper-v5,42
3274.46,36,14.2498,36,12.6985,-394.1300659179688,180000,3226.21,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,180000,Hopper-v5,42
3341.8,37,13.8252,37,12.5609,-273.7725830078125,185000,2668.53,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,185000,Hopper-v5,42
3384.72,38,13.8878,38,12.8397,-229.2579345703125,190000,2987.33,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,190000,Hopper-v5,42
3277.17,39,14.5348,39,10.5082,-350.08380126953125,195000,1980.77,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,195000,Hopper-v5,42
3326.26,40,14.6918,40,12.1392,-405.3736877441406,200000,3051.8,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,200000,Hopper-v5,42
3408.35,41,14.177,41,12.8393,-340.6937866210937,205000,3021.77,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,205000,Hopper-v5,42
3347.34,42,14.0656,42,10.4243,-617.791259765625,210000,2454.96,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,210000,Hopper-v5,42
3336.75,43,15.3901,43,14.6358,-476.99609375,215000,3323.44,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,215000,Hopper-v5,42
3377.82,44,14.3215,44,14.1545,-394.5576171875,220000,3311.3,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,220000,Hopper-v5,42
3326.93,45,14.9963,45,13.506,-452.6551208496094,225000,3303.07,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,225000,Hopper-v5,42
3332.78,46,15.7287,46,15.1959,-519.83154296875,230000,3308.37,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,230000,Hopper-v5,42
3424.55,47,14.4379,47,14.0525,-416.2658081054688,235000,3422.66,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,235000,Hopper-v5,42
3389.19,48,14.2069,48,14.2992,-247.65171813964844,240000,3378.72,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,240000,Hopper-v5,42
3357.14,49,14.8601,49,13.3509,-410.2876586914063,245000,3311.78,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,245000,Hopper-v5,42
3341.24,50,13.6609,50,12.2845,-377.1644592285156,250000,3143.36,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,250000,Hopper-v5,42
3256.25,51,14.472,51,13.0533,-493.7637023925781,255000,3155.44,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,255000,Hopper-v5,42
3404.21,52,14.8477,52,14.0298,-456.4728088378906,260000,3252.3,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,260000,Hopper-v5,42
3390.32,53,13.7733,53,12.8711,-422.9953002929688,265000,3370.97,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,265000,Hopper-v5,42
3370.21,54,13.9735,54,13.7169,-420.6792602539063,270000,3359.76,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,270000,Hopper-v5,42
3385.03,55,14.016,55,13.3127,-432.852294921875,275000,3373.12,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,275000,Hopper-v5,42
3430.71,56,14.3709,56,13.9087,-386.9526977539063,280000,3411.25,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,280000,Hopper-v5,42
3431.65,57,13.4775,57,14.3424,-514.771728515625,285000,2519.4,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,285000,Hopper-v5,42
3361.28,58,14.1753,58,13.8488,-521.6146240234375,290000,3032.53,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,290000,Hopper-v5,42
3330.61,59,13.9361,59,12.9127,-525.5178833007812,295000,3341.88,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,295000,Hopper-v5,42
3409.24,60,14.0709,60,14.0617,-366.79443359375,300000,3413.29,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,300000,Hopper-v5,42
3415.69,61,13.3291,61,12.4148,-411.5794982910156,305000,3369.46,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,305000,Hopper-v5,42
3341.13,62,13.5589,62,13.2522,-455.6031188964844,310000,3322.87,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,310000,Hopper-v5,42
3416.6,63,13.6797,63,12.3516,-460.369873046875,315000,3006.64,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,315000,Hopper-v5,42
3430.56,64,14.3738,64,14.5437,-346.0081787109375,320000,3219.99,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,320000,Hopper-v5,42
3423.18,65,14.8236,65,13.5977,-613.0419311523438,325000,3391.62,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,325000,Hopper-v5,42
3464.63,66,15.0775,66,14.7534,-422.06005859375,330000,3444.44,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,330000,Hopper-v5,42
3486.69,67,14.2628,67,13.3537,-433.3931884765625,335000,3460.04,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,335000,Hopper-v5,42
3410.58,68,14.2946,68,13.7021,-492.9166259765625,340000,3376.94,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,340000,Hopper-v5,42
3384.46,69,15.203,69,15.221,-541.5127563476562,345000,3359.12,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,345000,Hopper-v5,42
3437.58,70,13.6558,70,13.5389,-434.01116943359375,350000,3414.44,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,350000,Hopper-v5,42
3477.83,71,13.4893,71,12.6979,-421.0757141113281,355000,3446.32,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,355000,Hopper-v5,42
3464.01,72,13.7824,72,13.0394,-344.0111389160156,360000,3431.86,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,360000,Hopper-v5,42
3476.51,73,12.6948,73,11.8843,-429.7060546875,365000,3437.03,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,365000,Hopper-v5,42
3428.38,74,13.6008,74,12.4909,-522.975830078125,370000,3081.33,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,370000,Hopper-v5,42
3440.44,75,12.9206,75,13.1479,-455.1365356445313,375000,3435.86,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,375000,Hopper-v5,42
3440.26,76,13.3459,76,11.7989,-479.8849487304688,380000,2844.21,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,380000,Hopper-v5,42
3475.9,77,13.8508,77,11.8781,-421.50341796875,385000,2834.82,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,385000,Hopper-v5,42
3465.65,78,13.1409,78,11.7109,-463.96875,390000,3179.99,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,390000,Hopper-v5,42
3387.16,79,13.8294,79,18.8711,-1030.274658203125,395000,1641.15,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,395000,Hopper-v5,42
3514.63,80,14.207,80,17.9072,-598.8408813476562,400000,2741.72,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,400000,Hopper-v5,42
3446.3,81,12.1926,81,12.0132,-583.9537353515625,405000,3318.27,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,405000,Hopper-v5,42
3474.21,82,13.3648,82,11.6676,-532.0943603515625,410000,3123.95,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,410000,Hopper-v5,42
3452.28,83,13.7982,83,13.9762,-788.44287109375,415000,2636.29,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,415000,Hopper-v5,42
3502.76,84,12.9178,84,11.4082,-596.2456665039062,420000,3006.24,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,420000,Hopper-v5,42
3470.52,85,12.963,85,12.2895,-522.7791748046875,425000,3296.94,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,425000,Hopper-v5,42
3481.27,86,12.1615,86,11.8557,-510.7978820800781,430000,3400.68,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,430000,Hopper-v5,42
3493.14,87,11.4921,87,10.741,-416.6769714355469,435000,3471.0,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,435000,Hopper-v5,42
3438.71,88,12.7096,88,12.4494,-542.0681762695312,440000,3405.89,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,440000,Hopper-v5,42
3500.21,89,13.6587,89,20.1048,-741.055908203125,445000,2962.5,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,445000,Hopper-v5,42
3447.45,90,14.4267,90,12.7894,-701.790771484375,450000,3312.69,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,450000,Hopper-v5,42
3433.39,91,12.4895,91,11.7374,-617.2688598632812,455000,3112.85,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,455000,Hopper-v5,42
3491.13,92,13.1621,92,13.5511,-656.8526000976562,460000,3333.8,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,460000,Hopper-v5,42
3425.43,93,13.4546,93,11.6685,-655.1126708984375,465000,2915.64,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,465000,Hopper-v5,42
325.3,94,14.3858,94,13.0399,-630.2694702148438,470000,330.37,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,470000,Hopper-v5,42
3442.72,95,14.6551,95,13.44,-559.078857421875,475000,3428.21,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,475000,Hopper-v5,42
3405.08,96,13.5224,96,13.8707,-844.2510986328125,480000,2076.86,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,480000,Hopper-v5,42
3176.59,97,13.0149,97,13.2029,-906.9329223632812,485000,2032.95,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,485000,Hopper-v5,42
1926.81,98,14.9922,98,23.5567,-1312.3675537109375,490000,1311.82,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,490000,Hopper-v5,42
1508.9,99,15.7704,99,14.5501,-960.8549194335938,495000,1331.9,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,495000,Hopper-v5,42
3480.7,100,13.6303,100,12.3703,-769.6132202148438,500000,2092.58,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,500000,Hopper-v5,42
3405.25,101,11.9203,101,12.7259,-628.7401123046875,505000,3418.42,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,505000,Hopper-v5,42
3386.28,102,13.0224,102,12.6658,-688.8096923828125,510000,3359.18,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,510000,Hopper-v5,42
3372.48,103,15.1847,103,27.7692,-1249.09130859375,515000,2200.05,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,515000,Hopper-v5,42
3407.23,104,13.3143,104,12.3024,-493.8634033203125,520000,2624.27,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,520000,Hopper-v5,42
3275.19,105,13.1332,105,13.2952,-933.4800415039062,525000,2870.61,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,525000,Hopper-v5,42
3474.76,106,14.7691,106,12.4986,-948.5609741210938,530000,2480.37,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,530000,Hopper-v5,42
1389.72,107,15.2104,107,31.5083,-1784.35009765625,535000,1257.64,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,535000,Hopper-v5,42
1001.29,108,19.693,108,37.4338,-1856.77294921875,540000,1478.84,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,540000,Hopper-v5,42
2294.46,109,15.8677,109,17.5914,-1225.462158203125,545000,1273.72,4,50.0,logs/Hopper-v5/exp-1/rkl/2025_01_23_18_06_00_q4_seed42_qstd50.0,545000,Hopper-v5,42
