Real Det Return,Running Update Time,Running Forward KL,Itration,Running Reverse KL,Reward Loss,Running Env Steps,Real Sto Return,q,clip,folder,episode,environment,seed
3380.55,59,17.7272,59,20.1325,-444.3226623535156,295000,2655.47,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,295000,Hopper-v5,123
3336.28,60,15.8183,60,13.3101,-314.4179382324219,300000,3290.21,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,300000,Hopper-v5,123
3436.08,61,15.1331,61,15.1217,-322.92535400390625,305000,3296.98,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,305000,Hopper-v5,123
3385.07,62,13.368,62,12.1945,-270.6117248535156,310000,3339.47,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,310000,Hopper-v5,123
3421.66,63,14.1969,63,12.2128,-346.8737487792969,315000,3357.77,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,315000,Hopper-v5,123
3432.09,64,15.9475,64,13.37,-345.56964111328125,320000,3073.62,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,320000,Hopper-v5,123
3395.78,65,15.2893,65,13.0704,-285.6938781738281,325000,3263.04,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,325000,Hopper-v5,123
3393.51,66,15.2144,66,12.3382,-322.5207214355469,330000,3310.58,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,330000,Hopper-v5,123
3368.7,67,15.8688,67,13.3318,-308.33856201171875,335000,3339.7,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,335000,Hopper-v5,123
3398.17,68,15.8272,68,14.3653,-336.1545104980469,340000,3185.83,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,340000,Hopper-v5,123
3386.99,69,14.6028,69,12.9172,-273.77813720703125,345000,3244.01,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,345000,Hopper-v5,123
3421.72,70,14.6595,70,13.4689,-322.95086669921875,350000,3360.03,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,350000,Hopper-v5,123
3437.43,71,15.7238,71,13.8122,-378.5985107421875,355000,2979.45,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,355000,Hopper-v5,123
3438.2,72,15.3516,72,13.4934,-356.3492126464844,360000,3285.4,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,360000,Hopper-v5,123
3418.32,73,15.0976,73,13.4528,-343.00152587890625,365000,3371.01,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,365000,Hopper-v5,123
3472.65,74,12.4096,74,12.7892,-287.1078186035156,370000,3429.12,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,370000,Hopper-v5,123
3435.63,75,14.2094,75,13.5199,-346.961669921875,375000,3388.13,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,375000,Hopper-v5,123
3440.79,76,13.7442,76,12.3075,-324.7880859375,380000,3392.6,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,380000,Hopper-v5,123
3409.22,77,14.5523,77,12.8645,-366.2394409179688,385000,3278.98,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,385000,Hopper-v5,123
3391.47,78,13.7782,78,13.586,-361.0647888183594,390000,2971.64,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,390000,Hopper-v5,123
3366.49,79,13.0903,79,12.0976,-345.5675354003906,395000,3329.79,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,395000,Hopper-v5,123
3409.04,80,13.5911,80,13.1738,-369.5683898925781,400000,3381.22,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,400000,Hopper-v5,123
3432.76,81,14.1884,81,13.4206,-379.58148193359375,405000,3287.72,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,405000,Hopper-v5,123
3399.72,82,13.28,82,11.9254,-365.5253601074219,410000,3367.91,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,410000,Hopper-v5,123
3442.92,83,14.2689,83,13.1634,-369.1997375488281,415000,3371.22,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,415000,Hopper-v5,123
3388.86,84,13.8631,84,12.9148,-392.5715942382813,420000,3358.28,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,420000,Hopper-v5,123
3389.76,85,13.3417,85,12.8169,-383.61517333984375,425000,3355.86,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,425000,Hopper-v5,123
3462.82,86,14.0775,86,13.5527,-372.3698120117188,430000,3408.77,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,430000,Hopper-v5,123
3394.91,87,14.703,87,13.3442,-397.2442321777344,435000,3339.72,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,435000,Hopper-v5,123
3424.65,88,14.5746,88,15.1961,-550.902587890625,440000,2808.05,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,440000,Hopper-v5,123
3429.89,89,12.9618,89,12.5497,-403.5434265136719,445000,3381.69,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,445000,Hopper-v5,123
3426.14,90,13.9598,90,13.8361,-560.2811279296875,450000,3145.32,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,450000,Hopper-v5,123
3414.28,91,13.9335,91,13.0179,-464.2627258300781,455000,3366.06,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,455000,Hopper-v5,123
3425.71,92,13.9715,92,12.9263,-454.2423400878906,460000,3051.19,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,460000,Hopper-v5,123
3455.19,93,13.627,93,12.6275,-426.0948791503906,465000,3246.35,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,465000,Hopper-v5,123
3471.59,94,13.4927,94,14.2341,-455.3477478027344,470000,3429.05,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,470000,Hopper-v5,123
3468.18,95,13.6291,95,13.9928,-499.9853210449219,475000,3341.91,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,475000,Hopper-v5,123
3451.13,96,13.2777,96,13.8649,-487.3174133300781,480000,3348.25,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,480000,Hopper-v5,123
3427.96,97,13.4417,97,12.6603,-437.9892883300781,485000,3082.97,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,485000,Hopper-v5,123
3414.67,98,12.7351,98,11.8981,-474.0861511230469,490000,3378.56,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,490000,Hopper-v5,123
3439.92,99,14.0996,99,12.8794,-470.0891723632813,495000,3309.24,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,495000,Hopper-v5,123
3449.74,100,12.397,100,12.5878,-488.0364379882813,500000,3297.11,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,500000,Hopper-v5,123
3480.07,101,13.721,101,13.8655,-467.4048767089844,505000,2251.56,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,505000,Hopper-v5,123
3382.5,102,13.5904,102,13.1413,-529.02197265625,510000,3359.72,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,510000,Hopper-v5,123
2518.45,103,15.5989,103,13.7857,-995.2498779296876,515000,1838.24,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,515000,Hopper-v5,123
3455.71,104,13.2258,104,13.092,-478.2780456542969,520000,3434.91,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,520000,Hopper-v5,123
2939.5,105,14.3606,105,16.5712,-748.4216918945312,525000,2133.53,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,525000,Hopper-v5,123
3410.74,106,12.6297,106,12.9054,-509.3272399902344,530000,3377.22,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,530000,Hopper-v5,123
3404.68,107,13.5178,107,13.2243,-485.2733154296875,535000,3276.77,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,535000,Hopper-v5,123
1533.61,108,15.4799,108,13.9127,-1013.3009033203124,540000,1581.48,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,540000,Hopper-v5,123
3440.52,109,14.2027,109,13.5133,-627.8873291015625,545000,2971.16,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,545000,Hopper-v5,123
3451.72,110,13.4396,110,11.8786,-690.0825805664062,550000,2722.98,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,550000,Hopper-v5,123
3443.57,111,12.7143,111,12.1869,-527.4286499023438,555000,3209.1,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,555000,Hopper-v5,123
3433.47,112,12.9711,112,12.2541,-557.8441162109375,560000,3277.46,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,560000,Hopper-v5,123
3395.71,113,13.4349,113,11.6102,-664.3358154296875,565000,2826.1,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,565000,Hopper-v5,123
3410.67,114,13.6754,114,12.02,-633.2277221679688,570000,2942.01,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,570000,Hopper-v5,123
3428.36,115,14.5072,115,13.6122,-593.840087890625,575000,3299.88,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,575000,Hopper-v5,123
3425.1,116,13.5905,116,13.3622,-659.93212890625,580000,3235.39,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,580000,Hopper-v5,123
3434.01,117,13.3553,117,11.6277,-561.7526245117188,585000,2769.88,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,585000,Hopper-v5,123
3418.16,118,14.0637,118,14.917,-706.1788330078125,590000,2963.9,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,590000,Hopper-v5,123
3424.86,119,12.3135,119,12.4673,-562.9348754882812,595000,2831.19,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,595000,Hopper-v5,123
2349.54,120,15.1334,120,19.7917,-906.3284912109376,600000,1905.3,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,600000,Hopper-v5,123
3386.05,121,13.4128,121,12.9566,-591.9894409179688,605000,3346.1,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,605000,Hopper-v5,123
3426.49,122,14.2511,122,13.0204,-645.1115112304688,610000,2602.48,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,610000,Hopper-v5,123
3436.65,123,14.0376,123,13.441,-798.1052856445312,615000,2570.36,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,615000,Hopper-v5,123
3457.97,124,13.1303,124,12.1425,-575.8882446289062,620000,3179.18,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,620000,Hopper-v5,123
3446.87,125,12.657,125,13.0852,-629.408447265625,625000,3346.17,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,625000,Hopper-v5,123
3425.67,126,13.2467,126,13.0191,-638.081787109375,630000,3395.34,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,630000,Hopper-v5,123
3426.89,127,13.9624,127,13.1731,-863.7546997070312,635000,2165.05,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,635000,Hopper-v5,123
3442.12,128,13.5791,128,13.3337,-676.7448120117188,640000,2914.04,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,640000,Hopper-v5,123
3426.74,129,14.9203,129,13.2884,-813.0498046875,645000,2588.47,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,645000,Hopper-v5,123
3430.9,130,13.444,130,12.3238,-617.7452392578125,650000,3263.3,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,650000,Hopper-v5,123
3421.0,131,14.2474,131,13.4554,-700.65771484375,655000,2910.52,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,655000,Hopper-v5,123
3281.81,132,13.5272,132,10.9591,-783.98876953125,660000,2484.84,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,660000,Hopper-v5,123
3410.03,133,13.9464,133,13.0836,-698.4236450195312,665000,3218.05,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,665000,Hopper-v5,123
3418.01,134,13.7743,134,14.0435,-766.4547119140625,670000,3380.42,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,670000,Hopper-v5,123
3430.36,135,14.7098,135,13.4384,-1062.4788818359375,675000,1969.96,1,1.0,logs/Hopper-v5/exp-1/rkl/2025_01_25_00_12_28_q1_seed123_qstd1.0,675000,Hopper-v5,123
