Running Forward KL,Itration,Running Env Steps,Real Sto Return,Reward Loss,Running Reverse KL,Running Update Time,Real Det Return,q,clip,folder,episode,environment,seed
40.7609,106,530000,16.64,-5642.0771484375,227.9373,106,16.61,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,530000,Hopper-v5,789
40.3192,107,535000,435.35,-5628.12158203125,75.8621,107,435.43,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,535000,Hopper-v5,789
40.7312,108,540000,25.23,-5864.32568359375,220.102,108,25.15,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,540000,Hopper-v5,789
40.4667,109,545000,6.16,-5949.4267578125,231.0526,109,6.12,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,545000,Hopper-v5,789
40.5866,110,550000,8.76,-6051.7275390625,233.5793,110,9.05,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,550000,Hopper-v5,789
40.5089,111,555000,437.78,-5879.88134765625,109.985,111,442.47,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,555000,Hopper-v5,789
40.1533,112,560000,304.19,-6021.94873046875,114.719,112,305.07,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,560000,Hopper-v5,789
35.3904,113,565000,160.09,-6069.99853515625,139.0348,113,159.56,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,565000,Hopper-v5,789
40.0992,114,570000,229.36,-5839.1474609375,122.3855,114,228.96,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,570000,Hopper-v5,789
40.0578,115,575000,227.04,-5993.0673828125,132.6986,115,228.89,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,575000,Hopper-v5,789
39.9705,116,580000,198.86,-6168.16162109375,127.889,116,198.15,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,580000,Hopper-v5,789
39.8114,117,585000,206.88,-6186.423828125,125.611,117,207.12,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,585000,Hopper-v5,789
39.7052,118,590000,188.85,-6231.59326171875,126.8657,118,186.35,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,590000,Hopper-v5,789
40.0499,119,595000,354.15,-6303.8388671875,109.4689,119,354.99,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,595000,Hopper-v5,789
40.4563,120,600000,204.4,-6412.630859375,107.5822,120,205.93,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,600000,Hopper-v5,789
40.5442,121,605000,500.2,-6657.4423828125,91.7982,121,501.03,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,605000,Hopper-v5,789
40.2859,122,610000,275.78,-6806.5166015625,105.2415,122,274.57,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,610000,Hopper-v5,789
40.5945,123,615000,1008.17,-6834.7333984375,133.4291,123,1008.22,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,615000,Hopper-v5,789
40.4632,124,620000,1006.34,-6895.48681640625,149.1737,124,1006.5,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,620000,Hopper-v5,789
40.5417,125,625000,1006.37,-6961.60595703125,161.9899,125,1006.63,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,625000,Hopper-v5,789
40.5388,126,630000,1008.7,-6986.00341796875,171.022,126,1008.44,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,630000,Hopper-v5,789
40.3888,127,635000,1013.09,-7093.150390625,165.8819,127,1013.08,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,635000,Hopper-v5,789
39.2151,128,640000,1050.09,-7042.50146484375,94.1626,128,1050.52,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,640000,Hopper-v5,789
40.222,129,645000,1038.57,-7128.74755859375,103.6124,129,1038.54,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,645000,Hopper-v5,789
40.0628,130,650000,988.52,-7331.09423828125,123.3045,130,988.67,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,650000,Hopper-v5,789
38.5954,131,655000,251.99,-7505.8212890625,95.2814,131,251.74,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,655000,Hopper-v5,789
39.2283,132,660000,173.04,-7710.93505859375,117.9429,132,163.47,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,660000,Hopper-v5,789
40.1741,133,665000,984.37,-7531.36376953125,118.7557,133,984.42,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,665000,Hopper-v5,789
41.1903,134,670000,1018.16,-7523.19189453125,120.4811,134,1018.11,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,670000,Hopper-v5,789
40.2471,135,675000,1023.58,-7681.98046875,126.2378,135,1023.5,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,675000,Hopper-v5,789
40.0715,136,680000,1020.47,-7773.0439453125,130.4514,136,1020.35,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,680000,Hopper-v5,789
40.1717,137,685000,1016.67,-7818.85693359375,129.9975,137,1016.9,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,685000,Hopper-v5,789
40.5013,138,690000,1014.18,-7907.74169921875,128.2227,138,1014.12,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,690000,Hopper-v5,789
41.345,139,695000,998.46,-7963.7998046875,123.2582,139,998.17,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,695000,Hopper-v5,789
39.8213,140,700000,1028.11,-8009.7958984375,84.4567,140,1027.94,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,700000,Hopper-v5,789
39.9878,141,705000,130.61,-8062.939453125,107.9335,141,130.58,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,705000,Hopper-v5,789
40.2223,142,710000,1019.57,-8199.8408203125,97.8905,142,1019.35,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,710000,Hopper-v5,789
40.5099,143,715000,1024.8,-8380.7568359375,78.7013,143,1024.73,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,715000,Hopper-v5,789
41.1447,144,720000,1006.04,-8401.916015625,122.963,144,1006.45,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,720000,Hopper-v5,789
40.4234,145,725000,976.86,-8460.7236328125,130.7842,145,977.12,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,725000,Hopper-v5,789
38.4031,146,730000,139.61,-8752.236328125,144.875,146,140.3,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,730000,Hopper-v5,789
39.6142,147,735000,8.48,-9347.900390625,212.8115,147,8.16,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,735000,Hopper-v5,789
37.7389,148,740000,7.41,-9513.04296875,235.307,148,7.23,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,740000,Hopper-v5,789
40.7447,149,745000,972.28,-8746.44140625,114.4099,149,972.49,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,745000,Hopper-v5,789
41.6804,150,750000,999.05,-8778.126953125,144.4681,150,999.42,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,750000,Hopper-v5,789
40.7585,151,755000,1009.27,-8957.2626953125,131.9332,151,1009.67,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,755000,Hopper-v5,789
40.5965,152,760000,1007.07,-9020.4150390625,137.8903,152,1007.14,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,760000,Hopper-v5,789
40.2722,153,765000,1022.54,-9045.9619140625,122.006,153,1022.61,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,765000,Hopper-v5,789
39.8047,154,770000,493.29,-8951.0048828125,123.7983,154,491.82,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,770000,Hopper-v5,789
39.6182,155,775000,269.98,-8972.1474609375,118.3014,155,269.22,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,775000,Hopper-v5,789
39.7573,156,780000,257.09,-9096.5458984375,119.934,156,259.31,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,780000,Hopper-v5,789
39.7376,157,785000,309.47,-9169.2861328125,118.8727,157,308.35,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,785000,Hopper-v5,789
38.9717,158,790000,996.07,-9144.60546875,35.2621,158,997.04,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,790000,Hopper-v5,789
39.0456,159,795000,937.79,-9206.037109375,38.6461,159,725.52,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,795000,Hopper-v5,789
39.8126,160,800000,662.97,-9212.4814453125,40.1617,160,628.97,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,800000,Hopper-v5,789
39.9281,161,805000,971.01,-9160.9140625,38.3806,161,968.59,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,805000,Hopper-v5,789
39.8954,162,810000,978.16,-9368.3603515625,41.9369,162,979.96,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,810000,Hopper-v5,789
38.1534,163,815000,95.15,-9258.9013671875,31.2771,163,91.95,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,815000,Hopper-v5,789
38.5841,164,820000,163.29,-9446.8291015625,32.3648,164,153.02,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,820000,Hopper-v5,789
38.9424,165,825000,940.39,-9567.6318359375,35.9195,165,789.57,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,825000,Hopper-v5,789
38.5181,166,830000,990.62,-9215.8916015625,32.5035,166,992.37,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,830000,Hopper-v5,789
41.4605,167,835000,988.16,-10223.349609375,134.4767,167,988.28,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,835000,Hopper-v5,789
41.5769,168,840000,985.24,-10318.2470703125,130.784,168,985.34,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,840000,Hopper-v5,789
40.528,169,845000,969.72,-10433.5126953125,117.4103,169,969.71,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,845000,Hopper-v5,789
37.3443,170,850000,12.56,-10314.3291015625,217.8067,170,12.53,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,850000,Hopper-v5,789
37.5432,171,855000,4.92,-10647.0224609375,212.1185,171,4.91,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,855000,Hopper-v5,789
37.7693,172,860000,4.89,-11427.4130859375,210.8965,172,4.89,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,860000,Hopper-v5,789
37.6571,173,865000,4.89,-11455.0517578125,227.2119,173,4.9,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,865000,Hopper-v5,789
37.639,174,870000,4.89,-10589.1943359375,214.5557,174,4.9,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,870000,Hopper-v5,789
37.3739,175,875000,4.92,-11388.7099609375,220.8391,175,4.91,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,875000,Hopper-v5,789
35.6099,176,880000,4.9,-6960.865234375,204.9891,176,4.92,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,880000,Hopper-v5,789
35.4187,177,885000,37.41,-7423.48193359375,208.6781,177,38.29,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,885000,Hopper-v5,789
34.8501,178,890000,38.16,-7418.95947265625,212.1175,178,37.71,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,890000,Hopper-v5,789
34.8752,179,895000,37.94,-9486.705078125,220.3532,179,37.81,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,895000,Hopper-v5,789
35.1414,180,900000,38.01,-9646.0869140625,229.3004,180,38.13,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,900000,Hopper-v5,789
35.3767,181,905000,38.12,-7795.5107421875,208.5486,181,37.83,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,905000,Hopper-v5,789
35.055,182,910000,37.93,-8940.3779296875,201.1262,182,38.03,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,910000,Hopper-v5,789
35.4303,183,915000,37.75,-8112.96826171875,211.8231,183,38.18,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,915000,Hopper-v5,789
34.4666,184,920000,38.05,-10042.4990234375,227.3221,184,38.03,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,920000,Hopper-v5,789
35.2673,185,925000,37.85,-8489.125,211.1289,185,37.84,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,925000,Hopper-v5,789
35.2595,186,930000,37.83,-8546.287109375,209.5425,186,38.09,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,930000,Hopper-v5,789
35.054,187,935000,37.74,-9605.126953125,201.4348,187,37.83,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,935000,Hopper-v5,789
33.7555,188,940000,38.02,-10417.9580078125,155.8084,188,37.84,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,940000,Hopper-v5,789
33.8306,189,945000,38.13,-10541.5810546875,71.2175,189,37.8,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,945000,Hopper-v5,789
33.332,190,950000,37.96,-10390.6435546875,73.8059,190,37.82,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,950000,Hopper-v5,789
33.3475,191,955000,37.91,-10738.5673828125,65.9849,191,37.78,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,955000,Hopper-v5,789
33.3906,192,960000,37.77,-10774.7001953125,182.0873,192,37.87,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,960000,Hopper-v5,789
33.5089,193,965000,37.97,-11305.2041015625,203.2684,193,37.77,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,965000,Hopper-v5,789
33.9611,194,970000,38.16,-12245.779296875,192.3451,194,37.88,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,970000,Hopper-v5,789
33.3094,195,975000,37.97,-11247.7783203125,181.689,195,37.67,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,975000,Hopper-v5,789
32.6902,196,980000,38.14,-11295.5087890625,134.609,196,37.71,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,980000,Hopper-v5,789
32.8157,197,985000,37.79,-10517.7666015625,117.6149,197,37.92,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,985000,Hopper-v5,789
33.5876,198,990000,37.86,-11597.7998046875,126.3211,198,38.01,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,990000,Hopper-v5,789
35.2362,199,995000,38.02,-11889.140625,74.4576,199,37.39,3,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_30_58_q3_seed789,995000,Hopper-v5,789
33.1367,0,0,188.73,292.25830078125,36.5259,0,180.3,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,0,Hopper-v5,123
30.8367,1,5000,293.12,164.96414184570312,27.1308,1,298.1,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,5000,Hopper-v5,123
30.4238,2,10000,272.39,462.9007873535156,24.964,2,258.83,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,10000,Hopper-v5,123
30.749,3,15000,285.84,629.6466064453125,35.1723,3,289.05,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,15000,Hopper-v5,123
29.3198,4,20000,311.63,197.95008850097656,54.5407,4,318.6,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,20000,Hopper-v5,123
29.4462,5,25000,295.88,188.59249877929688,22.5669,5,310.38,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,25000,Hopper-v5,123
34.5641,6,30000,131.62,-327.64111328125,107.6761,6,152.83,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,30000,Hopper-v5,123
31.7924,7,35000,135.2,155.94544982910156,46.313,7,120.44,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,35000,Hopper-v5,123
34.3624,8,40000,7.81,-417.9430847167969,42.1683,8,7.71,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,40000,Hopper-v5,123
33.4085,9,45000,191.18,-284.4566955566406,28.7893,9,195.91,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,45000,Hopper-v5,123
30.7577,10,50000,188.58,-130.31553649902344,41.3849,10,198.13,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,50000,Hopper-v5,123
31.3917,11,55000,246.46,-269.18603515625,20.4518,11,337.72,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,55000,Hopper-v5,123
30.8136,12,60000,203.03,-87.94625854492188,20.0432,12,249.92,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,60000,Hopper-v5,123
29.7295,13,65000,227.76,-10.917037963867188,66.6124,13,231.32,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,65000,Hopper-v5,123
39.158,14,70000,1028.27,-610.336669921875,46.5237,14,1028.41,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,70000,Hopper-v5,123
34.5364,15,75000,182.56,-590.3296508789062,40.4043,15,185.69,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,75000,Hopper-v5,123
35.7635,16,80000,998.41,-636.7709350585938,39.7578,16,999.58,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,80000,Hopper-v5,123
29.5873,17,85000,688.52,-328.5086669921875,23.9456,17,689.61,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,85000,Hopper-v5,123
29.2285,18,90000,317.64,-241.4027099609375,32.4502,18,293.11,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,90000,Hopper-v5,123
34.7113,19,95000,57.35,-543.4011840820312,162.7004,19,56.66,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,95000,Hopper-v5,123
31.9097,20,100000,434.78,-406.4273986816406,32.9935,20,435.78,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,100000,Hopper-v5,123
29.7411,21,105000,353.42,-563.12255859375,28.0727,21,353.77,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,105000,Hopper-v5,123
30.0576,22,110000,321.68,-551.3524780273438,29.567,22,315.26,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,110000,Hopper-v5,123
34.4727,23,115000,987.99,-798.3695068359375,54.8406,23,1014.79,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,115000,Hopper-v5,123
30.2838,24,120000,924.24,-879.2251586914062,48.7146,24,969.91,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,120000,Hopper-v5,123
28.7018,25,125000,475.37,-430.72113037109375,100.4493,25,479.08,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,125000,Hopper-v5,123
33.7857,26,130000,978.24,-1001.8517456054688,44.0475,26,976.1,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,130000,Hopper-v5,123
31.0911,27,135000,76.22,-850.8402709960938,44.9267,27,75.91,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,135000,Hopper-v5,123
30.7803,28,140000,400.23,-805.965087890625,71.2386,28,419.67,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,140000,Hopper-v5,123
38.7486,29,145000,993.62,-1205.2159423828125,40.1654,29,993.66,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,145000,Hopper-v5,123
36.868,30,150000,1007.95,-1104.31689453125,27.1238,30,1007.69,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,150000,Hopper-v5,123
28.2065,31,155000,561.3,-689.8607177734375,30.9933,31,546.86,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,155000,Hopper-v5,123
32.7102,32,160000,454.3,-1201.1622314453125,41.0653,32,363.35,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,160000,Hopper-v5,123
32.6926,33,165000,973.92,-1225.483154296875,29.7278,33,915.01,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,165000,Hopper-v5,123
32.7484,34,170000,990.36,-1247.30517578125,42.5964,34,953.83,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,170000,Hopper-v5,123
33.2351,35,175000,1252.14,-1065.65771484375,19.6633,35,1252.56,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,175000,Hopper-v5,123
33.4988,36,180000,1302.95,-1077.9002685546875,23.1498,36,1304.84,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,180000,Hopper-v5,123
34.3608,37,185000,1033.59,-1431.079345703125,46.1423,37,1034.59,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,185000,Hopper-v5,123
33.7442,38,190000,1061.75,-1324.8436279296875,36.4587,38,1054.66,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,190000,Hopper-v5,123
33.4872,39,195000,961.65,-1413.212158203125,44.9453,39,892.93,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,195000,Hopper-v5,123
33.4216,40,200000,1027.16,-1544.27490234375,47.9696,40,1022.75,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,200000,Hopper-v5,123
34.0617,41,205000,1035.94,-1549.564697265625,38.5859,41,1037.09,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,205000,Hopper-v5,123
33.1636,42,210000,1043.99,-1586.672119140625,44.1128,42,1051.75,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,210000,Hopper-v5,123
34.5623,43,215000,987.81,-1554.1875,57.2173,43,1049.1,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,215000,Hopper-v5,123
32.8897,44,220000,1090.66,-1386.054443359375,19.1829,44,1086.62,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,220000,Hopper-v5,123
34.0665,45,225000,1092.42,-1705.7562255859375,29.0416,45,1123.97,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,225000,Hopper-v5,123
32.0398,46,230000,1174.1,-1222.215576171875,20.8409,46,1169.06,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,230000,Hopper-v5,123
32.6887,47,235000,1152.91,-1367.9072265625,19.3033,47,1153.21,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,235000,Hopper-v5,123
32.9265,48,240000,1060.25,-1465.818115234375,19.2506,48,1053.71,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,240000,Hopper-v5,123
33.8051,49,245000,1085.49,-1868.014892578125,49.4939,49,1042.43,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,245000,Hopper-v5,123
32.7274,50,250000,1154.49,-1628.94775390625,35.5573,50,1153.54,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,250000,Hopper-v5,123
33.8828,51,255000,1076.72,-1872.5894775390625,45.8239,51,1077.74,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,255000,Hopper-v5,123
33.5644,52,260000,1052.76,-2031.559814453125,69.6468,52,1050.24,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,260000,Hopper-v5,123
33.5761,53,265000,1002.38,-1942.252685546875,42.9169,53,1014.62,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,265000,Hopper-v5,123
34.6706,54,270000,1058.9,-2015.4097900390625,37.0373,54,1057.26,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,270000,Hopper-v5,123
33.901,55,275000,1051.16,-2244.62353515625,33.6339,55,1051.14,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,275000,Hopper-v5,123
31.8609,56,280000,985.73,-2219.377197265625,61.7868,56,1015.7,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,280000,Hopper-v5,123
34.8006,57,285000,1056.75,-2362.571533203125,64.4785,57,1054.18,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,285000,Hopper-v5,123
33.3533,58,290000,1053.07,-2134.46923828125,26.4718,58,1095.23,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,290000,Hopper-v5,123
32.9271,59,295000,1175.28,-1317.6090087890625,20.9155,59,1174.77,5,,logs/Hopper-v5/exp-4/first runs/2024_11_10_14_31_14_q5_seed123,295000,Hopper-v5,123
