Running Forward KL,Itration,Running Env Steps,Real Sto Return,Reward Loss,Running Reverse KL,Running Update Time,Real Det Return,q,clip,folder,episode,environment,seed
21.8875,28,140000,1875.21,-927.7534790039062,13.4595,28,690.47,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,140000,Hopper-v5,1024
23.5007,29,145000,890.61,-1273.6298828125,16.1705,29,572.57,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,145000,Hopper-v5,1024
24.0851,30,150000,1096.23,-1460.7962646484375,20.3524,30,1074.22,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,150000,Hopper-v5,1024
21.3454,31,155000,1105.23,-1280.1781005859375,19.6576,31,2685.0,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,155000,Hopper-v5,1024
23.4369,32,160000,1055.69,-1668.115966796875,54.0334,32,1054.44,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,160000,Hopper-v5,1024
23.8443,33,165000,1010.49,-1993.860107421875,24.2467,33,978.52,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,165000,Hopper-v5,1024
21.6883,34,170000,833.08,-1636.8853759765625,39.1308,34,440.11,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,170000,Hopper-v5,1024
23.7344,35,175000,963.49,-1965.9158935546875,46.446,35,990.22,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,175000,Hopper-v5,1024
22.3152,36,180000,1100.12,-1911.7677001953125,86.3334,36,1026.46,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,180000,Hopper-v5,1024
22.3503,37,185000,1173.02,-2012.3594970703125,60.0284,37,1035.23,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,185000,Hopper-v5,1024
22.3537,38,190000,1253.43,-2136.572509765625,39.8601,38,1191.26,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,190000,Hopper-v5,1024
20.2606,39,195000,1430.8,-1400.88916015625,32.6428,39,1073.22,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,195000,Hopper-v5,1024
20.6238,40,200000,1558.69,-1595.557373046875,52.4086,40,3003.92,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,200000,Hopper-v5,1024
21.8081,41,205000,1325.64,-2052.896728515625,33.2693,41,1792.97,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,205000,Hopper-v5,1024
19.8434,42,210000,1765.58,-1378.97802734375,43.7164,42,3204.53,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,210000,Hopper-v5,1024
20.883,43,215000,1765.96,-1611.7584228515625,23.1244,43,2255.06,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,215000,Hopper-v5,1024
21.458,44,220000,739.03,-1958.19921875,21.742,44,969.54,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,220000,Hopper-v5,1024
21.3671,45,225000,1658.94,-1659.87890625,33.6575,45,1726.15,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,225000,Hopper-v5,1024
20.7944,46,230000,1444.58,-1530.3563232421875,28.1194,46,2847.98,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,230000,Hopper-v5,1024
22.6647,47,235000,1404.66,-2236.29345703125,55.303,47,1308.93,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,235000,Hopper-v5,1024
22.187,48,240000,1551.61,-1906.5780029296875,21.762,48,1322.28,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,240000,Hopper-v5,1024
22.1183,49,245000,1398.24,-1974.76806640625,25.7922,49,3197.8,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,245000,Hopper-v5,1024
22.3136,50,250000,1219.13,-2367.109130859375,43.409,50,2749.92,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,250000,Hopper-v5,1024
18.6873,51,255000,2968.94,-399.8913879394531,11.8276,51,3352.93,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,255000,Hopper-v5,1024
21.2199,52,260000,1406.26,-2472.21142578125,37.7298,52,2604.54,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,260000,Hopper-v5,1024
18.8477,53,265000,2553.48,-1167.3990478515625,14.5145,53,1933.98,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,265000,Hopper-v5,1024
21.8461,54,270000,1604.69,-2536.724853515625,34.9609,54,3304.45,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,270000,Hopper-v5,1024
18.8708,55,275000,2443.27,-1436.3892822265625,24.1445,55,3203.69,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,275000,Hopper-v5,1024
19.6368,56,280000,938.61,-1503.8192138671875,17.045,56,563.69,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,280000,Hopper-v5,1024
19.1624,57,285000,2324.43,-1346.2940673828125,13.7246,57,3371.76,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,285000,Hopper-v5,1024
20.5448,58,290000,1418.14,-2005.22314453125,16.5418,58,3272.05,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,290000,Hopper-v5,1024
19.5212,59,295000,1986.54,-1598.853759765625,13.2799,59,1718.3,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,295000,Hopper-v5,1024
20.1958,60,300000,1831.04,-2103.164794921875,17.9447,60,3068.77,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,300000,Hopper-v5,1024
19.5747,61,305000,1538.04,-1590.3680419921875,13.8771,61,3279.26,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,305000,Hopper-v5,1024
20.7929,62,310000,1594.32,-2789.916259765625,33.2175,62,3272.73,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,310000,Hopper-v5,1024
23.3267,63,315000,1225.7,-3070.918701171875,21.975,63,981.69,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,315000,Hopper-v5,1024
22.8102,64,320000,1088.67,-3032.67529296875,26.8322,64,1469.55,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,320000,Hopper-v5,1024
22.0885,65,325000,1474.18,-2713.0107421875,43.337,65,1123.29,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,325000,Hopper-v5,1024
19.3018,66,330000,1795.45,-1666.154541015625,14.4463,66,3366.82,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,330000,Hopper-v5,1024
23.4155,67,335000,1189.46,-3377.698974609375,20.23,67,987.66,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,335000,Hopper-v5,1024
20.1682,68,340000,1354.01,-1781.543701171875,18.3214,68,3238.68,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,340000,Hopper-v5,1024
21.1828,69,345000,1250.85,-2556.162353515625,31.3529,69,1973.17,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,345000,Hopper-v5,1024
20.9831,70,350000,1220.56,-2854.0380859375,25.4356,70,1319.3,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,350000,Hopper-v5,1024
18.9229,71,355000,1686.21,-1912.067138671875,15.2211,71,2463.05,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,355000,Hopper-v5,1024
21.3153,72,360000,1456.14,-2946.767333984375,23.4488,72,3340.86,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,360000,Hopper-v5,1024
20.5649,73,365000,1702.62,-2221.42138671875,18.9881,73,1346.27,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,365000,Hopper-v5,1024
20.464,74,370000,2030.98,-2268.706787109375,26.0449,74,3389.5,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,370000,Hopper-v5,1024
20.4065,75,375000,1422.27,-2580.52734375,22.814,75,1781.11,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,375000,Hopper-v5,1024
21.9431,76,380000,1895.28,-3121.7021484375,30.4421,76,1380.5,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,380000,Hopper-v5,1024
21.9088,77,385000,1751.74,-3135.79150390625,20.4506,77,2476.1,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,385000,Hopper-v5,1024
19.7312,78,390000,1867.34,-1669.0146484375,15.5111,78,3333.82,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,390000,Hopper-v5,1024
21.0764,79,395000,1967.62,-2487.53564453125,25.9806,79,2506.74,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,395000,Hopper-v5,1024
19.8384,80,400000,2430.55,-1987.143798828125,12.1747,80,3269.0,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,400000,Hopper-v5,1024
21.0829,81,405000,1933.98,-2199.7509765625,14.2294,81,2911.27,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,405000,Hopper-v5,1024
21.0814,82,410000,1373.22,-2905.326416015625,32.228,82,1520.41,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,410000,Hopper-v5,1024
19.9934,83,415000,1190.28,-1388.3311767578125,13.5672,83,3474.51,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,415000,Hopper-v5,1024
21.7902,84,420000,1661.36,-3128.570068359375,31.6515,84,1274.62,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,420000,Hopper-v5,1024
20.7149,85,425000,2073.34,-2939.110595703125,31.2212,85,3414.92,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,425000,Hopper-v5,1024
21.5809,86,430000,1439.86,-2771.169921875,26.3576,86,1734.0,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,430000,Hopper-v5,1024
23.3644,87,435000,1295.35,-3949.75390625,23.3023,87,1349.8,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,435000,Hopper-v5,1024
23.0699,88,440000,1190.06,-3724.8134765625,42.6946,88,1881.87,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,440000,Hopper-v5,1024
21.2993,89,445000,1169.88,-3013.90380859375,22.8952,89,1386.66,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,445000,Hopper-v5,1024
22.6112,90,450000,1829.2,-3322.3369140625,20.6649,90,2456.46,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,450000,Hopper-v5,1024
21.3685,91,455000,1224.03,-3074.291748046875,16.4021,91,1530.83,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,455000,Hopper-v5,1024
23.0103,92,460000,1162.18,-4468.13916015625,58.9798,92,1257.16,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,460000,Hopper-v5,1024
21.1291,93,465000,1448.12,-2904.492919921875,33.5562,93,2236.05,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,465000,Hopper-v5,1024
20.7534,94,470000,1370.8,-3085.672119140625,17.8163,94,2615.9,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,470000,Hopper-v5,1024
20.6257,95,475000,1552.39,-2434.516357421875,26.3563,95,3331.73,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,475000,Hopper-v5,1024
23.907,96,480000,1013.59,-4316.61962890625,33.8573,96,1565.14,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,480000,Hopper-v5,1024
21.3526,97,485000,1432.64,-2363.306640625,13.191,97,2637.96,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,485000,Hopper-v5,1024
21.1071,98,490000,1252.75,-3104.19970703125,21.5433,98,1603.48,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,490000,Hopper-v5,1024
21.9805,99,495000,1675.94,-3461.79736328125,37.5571,99,1894.01,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,495000,Hopper-v5,1024
22.4414,100,500000,1641.73,-4248.9013671875,31.4635,100,2198.38,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,500000,Hopper-v5,1024
23.6284,101,505000,1727.31,-2988.107421875,23.8006,101,2086.93,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,505000,Hopper-v5,1024
22.1914,102,510000,1818.8,-3426.78369140625,39.2798,102,3472.82,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,510000,Hopper-v5,1024
21.3211,103,515000,1669.48,-1756.810302734375,13.4003,103,3182.83,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,515000,Hopper-v5,1024
22.8974,104,520000,1786.66,-3428.369384765625,28.6765,104,2160.89,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,520000,Hopper-v5,1024
21.4386,105,525000,1399.23,-2190.281494140625,24.8159,105,1498.79,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,525000,Hopper-v5,1024
24.5769,106,530000,816.14,-4604.27001953125,45.4906,106,1836.88,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,530000,Hopper-v5,1024
23.4643,107,535000,1414.6,-4158.240234375,39.619,107,2151.36,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,535000,Hopper-v5,1024
22.8569,108,540000,1833.46,-2406.19775390625,12.9069,108,2130.61,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,540000,Hopper-v5,1024
25.2874,109,545000,849.14,-5334.30419921875,56.4983,109,1020.3,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,545000,Hopper-v5,1024
21.9185,110,550000,1882.88,-1970.1934814453125,23.2081,110,3330.52,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,550000,Hopper-v5,1024
22.2667,111,555000,781.69,-2829.56005859375,28.6437,111,1945.3,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,555000,Hopper-v5,1024
21.902,112,560000,1858.33,-1251.9324951171875,12.4081,112,3484.46,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,560000,Hopper-v5,1024
25.0685,113,565000,1315.67,-4918.74853515625,27.2899,113,2110.74,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,565000,Hopper-v5,1024
20.7225,114,570000,2563.77,-2330.402587890625,27.4246,114,3139.53,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,570000,Hopper-v5,1024
21.7188,115,575000,1794.23,-1898.281494140625,17.8622,115,3368.82,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,575000,Hopper-v5,1024
24.5844,116,580000,1419.3,-4718.20751953125,34.3004,116,3241.71,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,580000,Hopper-v5,1024
21.7648,117,585000,2153.95,-2403.665283203125,18.4462,117,3244.03,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,585000,Hopper-v5,1024
23.0394,118,590000,1312.48,-3153.847412109375,21.8089,118,2969.21,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,590000,Hopper-v5,1024
22.5646,119,595000,1084.45,-2801.312744140625,20.3477,119,1386.79,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,595000,Hopper-v5,1024
24.4449,120,600000,827.87,-6356.36865234375,21.0218,120,972.39,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,600000,Hopper-v5,1024
24.5995,121,605000,1199.31,-5843.16064453125,44.4361,121,916.81,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,605000,Hopper-v5,1024
22.7699,122,610000,1533.41,-3519.89111328125,20.1552,122,1214.04,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,610000,Hopper-v5,1024
21.9238,123,615000,1869.83,-2125.22998046875,18.2134,123,1831.8,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,615000,Hopper-v5,1024
24.397,124,620000,971.79,-6533.43408203125,96.9303,124,1280.24,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,620000,Hopper-v5,1024
24.8075,125,625000,932.58,-6304.828125,68.5922,125,983.85,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,625000,Hopper-v5,1024
21.9369,126,630000,1394.9,-4371.31884765625,24.326,126,3392.94,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,630000,Hopper-v5,1024
23.0864,127,635000,1220.64,-5122.3466796875,50.0505,127,1341.83,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,635000,Hopper-v5,1024
23.8181,128,640000,1136.08,-6112.359375,49.268,128,1391.73,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,640000,Hopper-v5,1024
23.5508,129,645000,1250.33,-5264.70703125,26.2828,129,406.82,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,645000,Hopper-v5,1024
24.2743,130,650000,1156.0,-5407.29248046875,21.6226,130,1485.95,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,650000,Hopper-v5,1024
23.1015,131,655000,1483.5,-5240.986328125,25.3712,131,665.73,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,655000,Hopper-v5,1024
23.6366,132,660000,1002.66,-5983.12109375,43.1792,132,1008.88,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,660000,Hopper-v5,1024
23.5688,133,665000,1671.29,-4709.31494140625,20.0382,133,1549.11,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,665000,Hopper-v5,1024
23.729,134,670000,1303.8,-5536.18115234375,27.4764,134,1472.55,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,670000,Hopper-v5,1024
23.7686,135,675000,1245.31,-4939.91015625,27.6356,135,599.03,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,675000,Hopper-v5,1024
23.1909,136,680000,728.76,-5135.48779296875,19.0231,136,309.41,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,680000,Hopper-v5,1024
23.7473,137,685000,1339.31,-5581.6298828125,47.4583,137,2538.49,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,685000,Hopper-v5,1024
24.275,138,690000,1024.66,-7384.576171875,61.4448,138,996.37,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,690000,Hopper-v5,1024
22.9792,139,695000,1647.84,-4941.9853515625,41.7144,139,1796.13,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,695000,Hopper-v5,1024
22.6797,140,700000,1549.37,-5036.24169921875,17.7167,140,1765.11,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,700000,Hopper-v5,1024
21.6466,141,705000,1165.33,-4759.77294921875,32.5246,141,1364.31,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,705000,Hopper-v5,1024
22.4134,142,710000,1233.41,-5200.4619140625,17.4255,142,1295.8,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,710000,Hopper-v5,1024
23.9449,143,715000,1239.07,-6171.39990234375,44.0627,143,2134.23,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,715000,Hopper-v5,1024
21.9183,144,720000,1382.93,-6159.76171875,75.6635,144,1165.68,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,720000,Hopper-v5,1024
24.5659,145,725000,978.6,-6043.30810546875,44.8978,145,1501.24,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,725000,Hopper-v5,1024
22.5573,146,730000,1236.98,-6663.2685546875,66.1508,146,2749.51,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,730000,Hopper-v5,1024
23.8348,147,735000,1102.84,-7321.8759765625,53.6236,147,1247.09,5,,logs/Hopper-v5/exp-4/first runs/2024_11_08_19_12_02_q5_seed1024,735000,Hopper-v5,1024
