Real Sto Return,Itration,Running Env Steps,Reward Loss,Real Det Return,Running Reverse KL,Running Forward KL,Running Update Time,q,clip,folder,episode,environment,seed
1528.94,19,95000,-172.6250762939453,1465.79,16.7086,25.0689,19,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,95000,Hopper-v5,456
1312.47,20,100000,-145.224609375,1456.0,15.9937,23.9781,20,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,100000,Hopper-v5,456
2809.15,21,105000,-130.3104705810547,2555.44,14.6707,23.0637,21,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,105000,Hopper-v5,456
2185.54,22,110000,-212.76608276367188,3156.55,19.146,22.5601,22,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,110000,Hopper-v5,456
1420.06,23,115000,-294.7098083496094,2830.14,37.0278,23.1435,23,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,115000,Hopper-v5,456
1485.69,24,120000,-386.79876708984375,2694.77,17.4628,23.453,24,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,120000,Hopper-v5,456
1213.69,25,125000,-511.7277526855469,1334.63,17.9446,23.7603,25,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,125000,Hopper-v5,456
2270.94,26,130000,-306.46258544921875,3315.47,14.6705,22.5713,26,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,130000,Hopper-v5,456
2591.68,27,135000,-326.5923156738281,3191.53,15.9009,22.5188,27,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,135000,Hopper-v5,456
1726.82,28,140000,-494.4429321289063,2419.18,16.1356,23.1565,28,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,140000,Hopper-v5,456
3272.05,29,145000,-147.09849548339844,3220.66,15.3385,22.614,29,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,145000,Hopper-v5,456
2962.98,30,150000,-277.7398681640625,3256.03,13.913,22.4656,30,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,150000,Hopper-v5,456
2269.55,31,155000,-452.9523620605469,3388.28,14.6546,23.4759,31,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,155000,Hopper-v5,456
2979.48,32,160000,-237.2727203369141,3358.9,13.9926,22.175,32,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,160000,Hopper-v5,456
3218.16,33,165000,-151.07969665527344,3340.18,14.7631,22.2751,33,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,165000,Hopper-v5,456
3184.79,34,170000,-193.61859130859372,3368.49,14.4261,21.7575,34,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,170000,Hopper-v5,456
3330.97,35,175000,-140.70489501953125,3385.62,15.5551,22.1065,35,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,175000,Hopper-v5,456
3319.97,36,180000,-141.50146484375,3326.63,16.2093,22.4998,36,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,180000,Hopper-v5,456
3298.58,37,185000,-176.68753051757812,3325.53,15.7032,22.4653,37,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,185000,Hopper-v5,456
3378.98,38,190000,-172.48191833496094,3411.48,14.9261,22.1391,38,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,190000,Hopper-v5,456
3322.17,39,195000,-152.61825561523438,3297.36,15.9739,22.6498,39,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,195000,Hopper-v5,456
3254.31,40,200000,-120.48763275146484,3393.23,15.3231,21.9811,40,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,200000,Hopper-v5,456
3352.47,41,205000,-182.58616638183597,3372.49,15.7537,22.6662,41,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,205000,Hopper-v5,456
3008.3,42,210000,-136.77879333496094,3404.88,14.7476,21.9052,42,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,210000,Hopper-v5,456
3325.42,43,215000,-207.09133911132807,3298.56,15.7557,22.5845,43,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,215000,Hopper-v5,456
3328.85,44,220000,-176.75558471679688,3322.62,15.3468,22.6607,44,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,220000,Hopper-v5,456
3324.99,45,225000,-181.8968505859375,3389.32,14.6948,22.2412,45,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,225000,Hopper-v5,456
3334.33,46,230000,-250.48321533203125,3430.44,14.1493,22.2393,46,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,230000,Hopper-v5,456
3333.77,47,235000,-180.61444091796875,3400.45,14.4884,22.3509,47,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,235000,Hopper-v5,456
3373.94,48,240000,-159.58090209960938,3419.46,14.8275,22.2404,48,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,240000,Hopper-v5,456
3367.64,49,245000,-220.7963104248047,3426.73,15.1664,22.6805,49,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,245000,Hopper-v5,456
3305.29,50,250000,-312.2611999511719,3426.28,14.186,22.6854,50,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,250000,Hopper-v5,456
3380.26,51,255000,-214.2957000732422,3371.34,15.6188,22.5897,51,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,255000,Hopper-v5,456
3347.98,52,260000,-225.1317443847656,3409.35,14.7209,22.3175,52,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,260000,Hopper-v5,456
3362.13,53,265000,-213.17230224609372,3432.64,14.5265,21.8312,53,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,265000,Hopper-v5,456
3388.17,54,270000,-213.99734497070312,3423.42,14.8411,21.7698,54,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,270000,Hopper-v5,456
3238.45,55,275000,-235.5313720703125,3452.46,14.6715,22.0201,55,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,275000,Hopper-v5,456
3389.65,56,280000,-219.87452697753903,3424.79,14.973,21.8898,56,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,280000,Hopper-v5,456
3210.75,57,285000,-241.38082885742188,3406.57,14.5466,22.1101,57,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,285000,Hopper-v5,456
3073.51,58,290000,-307.36993408203125,3423.0,14.4373,22.9385,58,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,290000,Hopper-v5,456
3387.71,59,295000,-232.70559692382807,3437.02,16.0412,22.7494,59,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,295000,Hopper-v5,456
3394.21,60,300000,-282.4257202148437,3442.0,15.9082,22.9465,60,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,300000,Hopper-v5,456
3211.0,61,305000,-377.0254211425781,3454.13,13.7476,21.9214,61,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,305000,Hopper-v5,456
3399.62,62,310000,-262.9197998046875,3417.05,15.2371,22.5843,62,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,310000,Hopper-v5,456
3411.18,63,315000,-244.6825256347656,3432.04,15.7206,22.4261,63,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,315000,Hopper-v5,456
3421.95,64,320000,-289.5900573730469,3452.85,14.4725,21.8961,64,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,320000,Hopper-v5,456
3404.13,65,325000,-265.30352783203125,3440.57,15.3498,22.0956,65,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,325000,Hopper-v5,456
3364.05,66,330000,-358.8314819335937,3413.18,13.7478,21.9232,66,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,330000,Hopper-v5,456
3288.8,67,335000,-375.05267333984375,3458.56,14.2892,22.2636,67,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,335000,Hopper-v5,456
3276.89,68,340000,-278.6832580566406,3455.76,14.3205,21.3109,68,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,340000,Hopper-v5,456
3052.82,69,345000,-329.9483947753906,3461.18,13.3903,21.2019,69,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,345000,Hopper-v5,456
3221.01,70,350000,-350.2550048828125,3484.42,12.9287,21.206,70,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,350000,Hopper-v5,456
3392.42,71,355000,-328.6145935058594,3473.21,13.419,21.0319,71,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,355000,Hopper-v5,456
3267.34,72,360000,-367.6677551269531,3483.2,13.6336,22.1365,72,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,360000,Hopper-v5,456
3013.39,73,365000,-289.6507568359375,3457.67,14.55,21.451,73,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,365000,Hopper-v5,456
3188.92,74,370000,-437.1029357910156,3465.69,13.069,21.8892,74,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,370000,Hopper-v5,456
2998.09,75,375000,-476.2741394042969,3480.45,13.2131,21.1074,75,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,375000,Hopper-v5,456
3223.44,76,380000,-399.1170959472656,3460.59,13.4112,21.5054,76,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,380000,Hopper-v5,456
3233.76,77,385000,-373.2736511230469,3438.6,14.0676,21.7559,77,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,385000,Hopper-v5,456
3026.77,78,390000,-370.25390625,3437.43,13.5427,21.2565,78,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,390000,Hopper-v5,456
3138.65,79,395000,-415.8220520019531,3452.06,13.9696,20.9401,79,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,395000,Hopper-v5,456
2647.64,80,400000,-611.1449584960938,3453.36,13.9958,21.7162,80,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,400000,Hopper-v5,456
3315.2,81,405000,-362.1726684570313,3463.08,14.416,22.4266,81,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,405000,Hopper-v5,456
3125.37,82,410000,-333.1554260253906,3469.43,14.1385,21.319,82,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,410000,Hopper-v5,456
3261.35,83,415000,-470.3802185058594,3434.61,13.8149,21.4069,83,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,415000,Hopper-v5,456
2023.04,84,420000,-761.6176147460938,3350.25,13.6176,22.8548,84,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,420000,Hopper-v5,456
3247.33,85,425000,-371.37738037109375,3411.73,14.7231,21.6291,85,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,425000,Hopper-v5,456
3381.56,86,430000,-458.0999755859375,3457.02,13.7402,21.6612,86,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,430000,Hopper-v5,456
3330.19,87,435000,-390.7534484863281,3463.79,14.1252,21.4088,87,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,435000,Hopper-v5,456
3046.15,88,440000,-537.6578369140625,3470.21,13.104,21.326,88,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,440000,Hopper-v5,456
2805.62,89,445000,-483.9933166503906,3474.35,13.4349,21.6978,89,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,445000,Hopper-v5,456
2904.58,90,450000,-605.3707885742188,3472.54,12.9238,21.7628,90,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,450000,Hopper-v5,456
3043.28,91,455000,-449.4757080078125,3476.48,13.4918,21.2207,91,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,455000,Hopper-v5,456
3173.79,92,460000,-469.9844970703125,3463.73,14.3742,21.6273,92,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,460000,Hopper-v5,456
3262.12,93,465000,-472.20068359375,3449.98,13.5322,20.9018,93,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,465000,Hopper-v5,456
3284.16,94,470000,-642.9935913085938,3470.68,12.6248,21.6999,94,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,470000,Hopper-v5,456
3257.18,95,475000,-378.074462890625,3467.4,14.1977,21.0625,95,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,475000,Hopper-v5,456
2807.43,96,480000,-471.7821960449219,3467.59,13.3798,20.9865,96,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,480000,Hopper-v5,456
3186.36,97,485000,-703.58251953125,3452.97,14.3934,22.3972,97,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,485000,Hopper-v5,456
3282.61,98,490000,-442.5451049804688,3469.06,14.5697,21.2339,98,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,490000,Hopper-v5,456
3356.32,99,495000,-541.4412231445312,3472.84,13.8238,20.9543,99,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,495000,Hopper-v5,456
2752.86,100,500000,-459.2567443847656,3443.73,13.8657,21.357,100,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,500000,Hopper-v5,456
3087.52,101,505000,-522.2739868164062,3460.71,13.6778,21.0483,101,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,505000,Hopper-v5,456
3283.34,102,510000,-477.8093872070313,3431.35,14.1818,21.3532,102,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,510000,Hopper-v5,456
3291.29,103,515000,-469.706298828125,3466.75,14.4427,21.1964,103,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,515000,Hopper-v5,456
3185.03,104,520000,-466.0496215820313,3443.79,14.034,20.9177,104,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,520000,Hopper-v5,456
3210.58,105,525000,-541.0270385742188,3461.15,14.0701,21.4912,105,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,525000,Hopper-v5,456
3389.97,106,530000,-491.6185607910156,3437.75,13.8599,21.0592,106,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,530000,Hopper-v5,456
3402.52,107,535000,-475.1450805664063,3463.25,13.8763,21.0811,107,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,535000,Hopper-v5,456
3221.71,108,540000,-584.1127319335938,3453.59,13.469,20.8692,108,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,540000,Hopper-v5,456
2827.14,109,545000,-504.0986328125,3445.62,13.5406,20.8791,109,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,545000,Hopper-v5,456
3032.45,110,550000,-717.0266723632812,3474.35,12.8492,21.1566,110,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,550000,Hopper-v5,456
3428.64,111,555000,-501.0343627929688,3466.11,13.7382,20.5551,111,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,555000,Hopper-v5,456
3423.17,112,560000,-490.2746887207031,3454.66,14.1138,20.5008,112,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,560000,Hopper-v5,456
3009.68,113,565000,-604.203125,3479.34,13.1507,21.4019,113,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,565000,Hopper-v5,456
217.23,114,570000,-1466.3458251953125,217.37,47.9889,33.7891,114,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,570000,Hopper-v5,456
218.07,115,575000,-1813.46826171875,220.04,59.9321,32.3614,115,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,575000,Hopper-v5,456
2726.14,116,580000,-607.7498779296875,3480.18,15.6002,22.1836,116,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,580000,Hopper-v5,456
3235.19,117,585000,-505.422607421875,3440.13,14.8236,21.2556,117,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,585000,Hopper-v5,456
3338.89,118,590000,-533.3767700195312,3450.5,14.4497,21.4561,118,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,590000,Hopper-v5,456
3398.1,119,595000,-586.0770874023438,3438.8,14.6274,21.6588,119,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,595000,Hopper-v5,456
3403.6,120,600000,-590.1698608398438,3470.4,14.0909,20.8551,120,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,600000,Hopper-v5,456
3254.05,121,605000,-550.7625732421875,3423.36,14.9607,21.7961,121,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,605000,Hopper-v5,456
3384.99,122,610000,-578.20458984375,3406.37,15.0266,21.1286,122,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,610000,Hopper-v5,456
3307.41,123,615000,-533.8231201171875,3427.88,14.0478,20.6478,123,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,615000,Hopper-v5,456
3425.92,124,620000,-544.5835571289062,3458.56,14.1346,20.5391,124,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,620000,Hopper-v5,456
3441.04,125,625000,-526.3118286132812,3472.76,13.6049,20.5159,125,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,625000,Hopper-v5,456
3337.27,126,630000,-562.214111328125,3458.03,14.3004,20.7397,126,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,630000,Hopper-v5,456
3321.42,127,635000,-562.4024658203125,3464.88,14.6841,21.4057,127,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,635000,Hopper-v5,456
3401.59,128,640000,-589.8221435546875,3432.41,14.5012,20.9025,128,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,640000,Hopper-v5,456
3396.82,129,645000,-549.222412109375,3437.1,14.2498,20.8833,129,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,645000,Hopper-v5,456
3388.82,130,650000,-558.5067749023438,3462.06,14.2361,20.5562,130,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,650000,Hopper-v5,456
3350.88,131,655000,-584.52685546875,3467.15,14.2983,20.8882,131,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,655000,Hopper-v5,456
3416.94,132,660000,-626.52880859375,3448.45,14.2907,20.9124,132,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,660000,Hopper-v5,456
3396.15,133,665000,-579.8597412109375,3433.84,14.315,21.3474,133,10,3.0,logs/Hopper-v5/exp-4/hopper_final/2024_11_15_10_56_05_q10_seed456_qstd3.0,665000,Hopper-v5,456
