Running Forward KL,Itration,Running Update Time,Real Det Return,Real Sto Return,Running Env Steps,Reward Loss,Running Reverse KL,q,clip,folder,episode,environment,seed
151.1447,209,209,4306.86,4650.76,1045000,-89759.265625,238.0964,1,1.0,logs/Humanoid-v5/exp-1/rkl/2025_01_25_00_12_29_q1_seed42_qstd1.0,1045000,Humanoid-v5,42
153.4629,210,210,3992.72,4068.36,1050000,-90275.9453125,251.5087,1,1.0,logs/Humanoid-v5/exp-1/rkl/2025_01_25_00_12_29_q1_seed42_qstd1.0,1050000,Humanoid-v5,42
146.3655,211,211,4163.59,4696.24,1055000,-89431.5859375,240.5196,1,1.0,logs/Humanoid-v5/exp-1/rkl/2025_01_25_00_12_29_q1_seed42_qstd1.0,1055000,Humanoid-v5,42
149.696,212,212,4566.64,4726.5,1060000,-89240.1015625,238.3994,1,1.0,logs/Humanoid-v5/exp-1/rkl/2025_01_25_00_12_29_q1_seed42_qstd1.0,1060000,Humanoid-v5,42
157.3659,213,213,4484.51,4611.97,1065000,-90545.40625,246.2442,1,1.0,logs/Humanoid-v5/exp-1/rkl/2025_01_25_00_12_29_q1_seed42_qstd1.0,1065000,Humanoid-v5,42
153.3486,214,214,3760.75,4697.48,1070000,-89209.90625,232.5748,1,1.0,logs/Humanoid-v5/exp-1/rkl/2025_01_25_00_12_29_q1_seed42_qstd1.0,1070000,Humanoid-v5,42
147.1146,215,215,4426.46,4703.46,1075000,-90412.5703125,240.1015,1,1.0,logs/Humanoid-v5/exp-1/rkl/2025_01_25_00_12_29_q1_seed42_qstd1.0,1075000,Humanoid-v5,42
144.2005,216,216,4732.99,4691.35,1080000,-89256.34375,235.9776,1,1.0,logs/Humanoid-v5/exp-1/rkl/2025_01_25_00_12_29_q1_seed42_qstd1.0,1080000,Humanoid-v5,42
147.7488,217,217,4616.4,4640.11,1085000,-89850.5625,241.4214,1,1.0,logs/Humanoid-v5/exp-1/rkl/2025_01_25_00_12_29_q1_seed42_qstd1.0,1085000,Humanoid-v5,42
159.2578,218,218,4551.81,4639.76,1090000,-91830.3046875,253.6765,1,1.0,logs/Humanoid-v5/exp-1/rkl/2025_01_25_00_12_29_q1_seed42_qstd1.0,1090000,Humanoid-v5,42
160.5658,219,219,3447.24,4628.08,1095000,-91628.53125,247.0801,1,1.0,logs/Humanoid-v5/exp-1/rkl/2025_01_25_00_12_29_q1_seed42_qstd1.0,1095000,Humanoid-v5,42
204.8729,0,0,259.95,322.67,0,18887.384765625,275.0161,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,0,Humanoid-v5,42
230.0147,1,1,327.07,322.36,5000,19118.1953125,288.793,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,5000,Humanoid-v5,42
207.9379,2,2,406.25,381.35,10000,20538.296875,278.6839,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,10000,Humanoid-v5,42
219.7104,3,3,546.76,459.48,15000,18572.1640625,276.0595,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,15000,Humanoid-v5,42
214.0878,4,4,457.84,433.58,20000,15690.2587890625,324.7554,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,20000,Humanoid-v5,42
201.2819,5,5,422.92,425.63,25000,14009.9912109375,534.0929,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,25000,Humanoid-v5,42
209.8408,6,6,529.57,399.35,30000,13454.5537109375,371.2718,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,30000,Humanoid-v5,42
197.889,7,7,512.6,439.34,35000,13470.0869140625,291.7921,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,35000,Humanoid-v5,42
194.5915,8,8,645.59,492.05,40000,12518.4541015625,288.5768,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,40000,Humanoid-v5,42
200.5167,9,9,462.98,456.68,45000,9596.2607421875,296.8414,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,45000,Humanoid-v5,42
192.0121,10,10,529.8,469.8,50000,10630.0107421875,286.6713,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,50000,Humanoid-v5,42
205.4824,11,11,543.47,524.63,55000,12122.015625,364.9853,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,55000,Humanoid-v5,42
198.1815,12,12,595.32,614.05,60000,11212.794921875,394.8778,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,60000,Humanoid-v5,42
193.3303,13,13,554.35,540.19,65000,10234.337890625,402.7002,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,65000,Humanoid-v5,42
210.6328,14,14,497.7,526.66,70000,8296.2265625,386.2697,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,70000,Humanoid-v5,42
187.8352,15,15,529.67,590.77,75000,4466.7607421875,306.9924,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,75000,Humanoid-v5,42
183.1823,16,16,577.48,638.28,80000,2722.8916015625,299.6246,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,80000,Humanoid-v5,42
168.0265,17,17,498.39,693.1,85000,-90.15599822998048,309.596,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,85000,Humanoid-v5,42
179.1281,18,18,522.73,626.86,90000,-2419.633056640625,298.3277,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,90000,Humanoid-v5,42
175.8389,19,19,692.01,670.91,95000,-1774.825439453125,282.6553,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,95000,Humanoid-v5,42
156.3609,20,20,858.85,988.31,100000,-2964.86669921875,268.7547,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,100000,Humanoid-v5,42
187.5535,21,21,788.89,719.17,105000,-3502.61279296875,303.1623,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,105000,Humanoid-v5,42
177.6911,22,22,695.44,698.95,110000,-4466.23388671875,298.6519,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,110000,Humanoid-v5,42
165.2875,23,23,768.68,710.93,115000,-6753.404296875,284.7032,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,115000,Humanoid-v5,42
162.4782,24,24,726.28,894.87,120000,-5767.54248046875,273.6025,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,120000,Humanoid-v5,42
168.7815,25,25,662.8,701.05,125000,-6218.0322265625,312.47,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,125000,Humanoid-v5,42
152.9987,26,26,677.31,716.0,130000,-8605.35546875,272.9126,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,130000,Humanoid-v5,42
169.9257,27,27,764.14,699.59,135000,-10519.5498046875,305.2998,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,135000,Humanoid-v5,42
164.8777,28,28,641.51,683.17,140000,-10593.5185546875,317.8542,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,140000,Humanoid-v5,42
172.1109,29,29,850.13,879.07,145000,-9987.8486328125,382.3283,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,145000,Humanoid-v5,42
152.7114,30,30,730.95,757.43,150000,-13869.4423828125,303.1902,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,150000,Humanoid-v5,42
158.5371,31,31,883.89,962.96,155000,-13788.255859375,291.5362,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,155000,Humanoid-v5,42
160.1873,32,32,604.27,878.44,160000,-17284.9609375,335.4004,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,160000,Humanoid-v5,42
164.2352,33,33,724.15,871.76,165000,-16624.498046875,304.5347,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,165000,Humanoid-v5,42
142.7013,34,34,1105.12,1125.08,170000,-18074.25390625,336.6676,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,170000,Humanoid-v5,42
142.23,35,35,1014.92,1141.44,175000,-16797.5546875,277.0173,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,175000,Humanoid-v5,42
145.3463,36,36,802.91,953.32,180000,-19344.166015625,342.2844,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,180000,Humanoid-v5,42
124.8038,37,37,700.48,1247.23,185000,-17182.01171875,238.6792,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,185000,Humanoid-v5,42
134.21,38,38,853.69,1193.17,190000,-19770.810546875,267.0608,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,190000,Humanoid-v5,42
138.828,39,39,761.37,1532.96,195000,-20020.470703125,255.2665,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,195000,Humanoid-v5,42
126.0553,40,40,1589.62,1485.94,200000,-19417.603515625,274.9621,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,200000,Humanoid-v5,42
121.9704,41,41,1977.19,1566.53,205000,-21448.630859375,289.6348,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,205000,Humanoid-v5,42
117.2896,42,42,966.72,1387.18,210000,-21038.162109375,262.4753,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,210000,Humanoid-v5,42
120.5558,43,43,2286.42,1621.54,215000,-21791.978515625,255.6938,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,215000,Humanoid-v5,42
100.5366,44,44,1366.23,2604.93,220000,-17389.162109375,208.6912,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,220000,Humanoid-v5,42
127.374,45,45,2965.96,2144.12,225000,-22333.28515625,241.2633,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,225000,Humanoid-v5,42
105.312,46,46,2610.2,1937.68,230000,-20385.365234375,229.8786,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,230000,Humanoid-v5,42
105.4262,47,47,2217.98,2978.88,235000,-17625.9375,209.7383,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,235000,Humanoid-v5,42
94.0625,48,48,1973.67,2355.87,240000,-14070.638671875,170.6386,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,240000,Humanoid-v5,42
99.3435,49,49,2403.71,2746.33,245000,-19320.923828125,209.3931,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,245000,Humanoid-v5,42
112.9632,50,50,2716.37,2935.47,250000,-19311.1640625,212.7626,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,250000,Humanoid-v5,42
100.9378,51,51,3862.59,3247.83,255000,-15368.0595703125,184.2038,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,255000,Humanoid-v5,42
91.7369,52,52,4301.22,3937.38,260000,-16133.09375,198.3303,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,260000,Humanoid-v5,42
76.8077,53,53,4162.86,4700.25,265000,-10692.1376953125,173.1067,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,265000,Humanoid-v5,42
82.0746,54,54,5099.8,4182.36,270000,-13183.6083984375,169.8118,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,270000,Humanoid-v5,42
81.7754,55,55,5162.82,3773.09,275000,-13258.9296875,171.6937,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,275000,Humanoid-v5,42
78.2854,56,56,5157.99,4239.09,280000,-14218.1650390625,173.4652,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,280000,Humanoid-v5,42
84.6617,57,57,3847.73,4033.79,285000,-14404.77734375,177.4126,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,285000,Humanoid-v5,42
80.9894,58,58,4807.55,4660.68,290000,-9325.1201171875,164.4836,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,290000,Humanoid-v5,42
77.8286,59,59,4784.59,4287.22,295000,-9825.7412109375,167.6202,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,295000,Humanoid-v5,42
80.0818,60,60,3921.47,4403.95,300000,-13002.2275390625,167.4665,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,300000,Humanoid-v5,42
78.3114,61,61,3962.77,4355.18,305000,-10596.3369140625,163.4244,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,305000,Humanoid-v5,42
82.6128,62,62,5117.6,4313.77,310000,-15054.0654296875,181.1612,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,310000,Humanoid-v5,42
73.9204,63,63,4220.99,4591.86,315000,-10118.552734375,164.1622,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,315000,Humanoid-v5,42
79.2592,64,64,5128.54,4483.4,320000,-17744.06640625,176.8397,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,320000,Humanoid-v5,42
79.0293,65,65,4819.75,4298.36,325000,-15310.263671875,168.949,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,325000,Humanoid-v5,42
77.3953,66,66,5121.06,4465.15,330000,-16041.970703125,174.9513,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,330000,Humanoid-v5,42
77.2162,67,67,4693.56,4490.35,335000,-12900.4931640625,172.5448,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,335000,Humanoid-v5,42
84.8569,68,68,5118.92,4394.46,340000,-14835.728515625,179.8684,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,340000,Humanoid-v5,42
88.8982,69,69,5172.13,4730.94,345000,-20716.166015625,191.0876,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,345000,Humanoid-v5,42
81.2978,70,70,5152.0,4970.33,350000,-19202.654296875,183.3736,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,350000,Humanoid-v5,42
64.1046,71,71,5139.78,4554.3,355000,-12876.380859375,158.7652,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,355000,Humanoid-v5,42
72.7744,72,72,5085.04,4908.3,360000,-12590.36328125,164.0948,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,360000,Humanoid-v5,42
69.1795,73,73,5147.67,4365.27,365000,-12141.0615234375,170.2133,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,365000,Humanoid-v5,42
73.9468,74,74,5137.03,4725.3,370000,-11987.625,162.0354,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,370000,Humanoid-v5,42
93.9135,75,75,4150.78,4168.81,375000,-21960.890625,197.3786,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,375000,Humanoid-v5,42
65.0094,76,76,5094.29,5022.39,380000,-10653.72265625,156.1951,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,380000,Humanoid-v5,42
76.8444,77,77,5175.21,5133.4,385000,-15093.1533203125,175.1934,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,385000,Humanoid-v5,42
69.4716,78,78,5176.55,4923.19,390000,-16417.94140625,172.1899,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,390000,Humanoid-v5,42
70.2631,79,79,5078.37,5060.88,395000,-12036.3779296875,159.0543,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,395000,Humanoid-v5,42
76.2777,80,80,4491.37,4973.09,400000,-16301.537109375,171.6139,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,400000,Humanoid-v5,42
69.1056,81,81,5110.47,4949.26,405000,-15528.552734375,161.2323,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,405000,Humanoid-v5,42
65.22,82,82,5123.86,5091.13,410000,-14329.03125,155.0489,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,410000,Humanoid-v5,42
75.2169,83,83,4615.95,4883.3,415000,-15921.736328125,163.4404,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,415000,Humanoid-v5,42
71.74,84,84,5068.74,4696.24,420000,-15744.6806640625,159.7726,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,420000,Humanoid-v5,42
64.5999,85,85,5102.78,4565.19,425000,-14349.666015625,151.3315,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,425000,Humanoid-v5,42
76.3466,86,86,4703.23,4339.53,430000,-20394.146484375,171.1686,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,430000,Humanoid-v5,42
71.8326,87,87,5080.94,5027.07,435000,-15436.853515625,155.5974,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,435000,Humanoid-v5,42
70.4225,88,88,5095.55,4841.14,440000,-17816.982421875,148.4403,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,440000,Humanoid-v5,42
71.055,89,89,5067.68,4594.49,445000,-16270.3671875,153.4878,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,445000,Humanoid-v5,42
74.6149,90,90,3912.88,4858.36,450000,-15651.314453125,158.8264,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,450000,Humanoid-v5,42
70.4636,91,91,4911.73,5026.7,455000,-15570.86328125,153.8732,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,455000,Humanoid-v5,42
94.6772,92,92,3056.01,3350.71,460000,-20112.685546875,189.7729,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,460000,Humanoid-v5,42
78.9223,93,93,4247.17,4629.8,465000,-16904.6640625,158.3176,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,465000,Humanoid-v5,42
72.6583,94,94,4923.51,5088.7,470000,-20230.560546875,162.7722,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,470000,Humanoid-v5,42
70.2167,95,95,4437.59,4940.98,475000,-15889.9677734375,154.7848,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,475000,Humanoid-v5,42
72.2231,96,96,4855.65,4840.87,480000,-18228.060546875,150.1265,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,480000,Humanoid-v5,42
67.4858,97,97,4952.39,5011.59,485000,-20170.017578125,156.7495,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,485000,Humanoid-v5,42
70.9299,98,98,5116.42,4890.05,490000,-18721.34765625,150.6927,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,490000,Humanoid-v5,42
67.9216,99,99,5152.18,4976.26,495000,-18109.947265625,151.1867,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,495000,Humanoid-v5,42
63.2242,100,100,4477.13,4220.83,500000,-18884.873046875,147.4304,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,500000,Humanoid-v5,42
97.1755,101,101,2438.58,2977.03,505000,-32294.90234375,225.1075,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,505000,Humanoid-v5,42
74.2137,102,102,4166.02,3961.08,510000,-26091.404296875,172.4894,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,510000,Humanoid-v5,42
86.0356,103,103,4297.2,2790.04,515000,-28215.51171875,188.2833,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,515000,Humanoid-v5,42
80.1482,104,104,4517.7,4012.9,520000,-23425.21484375,161.3513,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,520000,Humanoid-v5,42
83.8453,105,105,2492.54,3113.72,525000,-29004.12890625,185.5755,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,525000,Humanoid-v5,42
78.2869,106,106,4262.09,3963.32,530000,-24439.603515625,156.6279,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,530000,Humanoid-v5,42
91.8151,107,107,3511.79,3536.47,535000,-27136.75,183.7722,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,535000,Humanoid-v5,42
92.4485,108,108,2858.08,3069.11,540000,-30060.7265625,200.6835,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,540000,Humanoid-v5,42
103.7661,109,109,2985.2,2995.25,545000,-32121.49609375,215.0881,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,545000,Humanoid-v5,42
65.5109,110,110,4762.6,4797.37,550000,-23532.341796875,148.5648,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,550000,Humanoid-v5,42
77.4651,111,111,3920.4,3715.92,555000,-25367.79296875,155.1392,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,555000,Humanoid-v5,42
77.4616,112,112,3949.93,4387.41,560000,-24349.87109375,151.2664,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,560000,Humanoid-v5,42
71.0038,113,113,4426.08,4807.22,565000,-23389.93359375,147.8818,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,565000,Humanoid-v5,42
73.3524,114,114,3916.37,4340.1,570000,-26046.654296875,151.6958,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,570000,Humanoid-v5,42
75.3275,115,115,3997.31,4476.99,575000,-25641.662109375,154.3458,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,575000,Humanoid-v5,42
80.9044,116,116,3726.77,4665.88,580000,-29250.849609375,162.9314,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,580000,Humanoid-v5,42
75.2114,117,117,3776.81,4290.58,585000,-28887.08203125,156.3478,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,585000,Humanoid-v5,42
74.9232,118,118,4463.88,4634.62,590000,-29292.314453125,162.7884,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,590000,Humanoid-v5,42
74.4765,119,119,4544.45,4926.94,595000,-28471.12890625,152.6953,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,595000,Humanoid-v5,42
73.7671,120,120,4831.45,4528.54,600000,-31057.087890625,157.7108,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,600000,Humanoid-v5,42
61.8655,121,121,5145.58,4724.11,605000,-27605.8828125,140.5528,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,605000,Humanoid-v5,42
76.5001,122,122,5158.09,4024.38,610000,-29934.869140625,150.6788,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,610000,Humanoid-v5,42
67.0645,123,123,4727.18,5087.33,615000,-28266.884765625,147.798,4,0.1,logs/Humanoid-v5/exp-1/rkl/2025_01_23_18_06_03_q4_seed42_qstd0.1,615000,Humanoid-v5,42
