Real Det Return,Real Sto Return,Itration,Running Forward KL,Running Reverse KL,q,clip,folder,episode,environment,seed
3533.81,2766.09,141,12.961,11.3412,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,705000,Hopper-v5,123
3582.16,2514.26,142,14.4858,11.6132,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,710000,Hopper-v5,123
3302.26,2903.01,143,12.3666,12.0593,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,715000,Hopper-v5,123
3508.46,3492.47,144,11.0813,10.7882,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,720000,Hopper-v5,123
2830.24,2372.91,145,14.9477,19.4358,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,725000,Hopper-v5,123
3501.02,3501.92,146,11.7079,11.3397,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,730000,Hopper-v5,123
3578.25,3499.2,147,13.5709,12.0085,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,735000,Hopper-v5,123
3579.05,3509.35,148,13.6229,12.0893,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,740000,Hopper-v5,123
3579.54,3368.02,149,12.9614,11.3687,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,745000,Hopper-v5,123
3528.52,2855.81,150,14.1359,15.3074,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,750000,Hopper-v5,123
3535.71,3407.82,151,11.8761,10.8441,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,755000,Hopper-v5,123
3594.86,3232.29,152,13.367,11.3414,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,760000,Hopper-v5,123
3571.98,3210.47,153,15.0553,15.8766,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,765000,Hopper-v5,123
3569.95,3316.39,154,12.8766,11.8736,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,770000,Hopper-v5,123
3503.62,3159.7,155,13.7944,12.7948,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,775000,Hopper-v5,123
3557.81,3466.59,156,14.2051,12.3622,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,780000,Hopper-v5,123
3563.35,3492.4,157,13.1013,12.0462,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,785000,Hopper-v5,123
3590.52,3246.68,158,13.1346,12.0039,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,790000,Hopper-v5,123
3589.09,3441.62,159,13.9258,13.2213,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,795000,Hopper-v5,123
3622.8,3599.48,160,13.4795,11.7791,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,800000,Hopper-v5,123
3583.78,3468.38,161,13.0704,11.493,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,805000,Hopper-v5,123
3607.77,3558.29,162,13.3691,11.8726,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,810000,Hopper-v5,123
3589.91,3410.78,163,12.7811,11.3458,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,815000,Hopper-v5,123
3602.15,3528.7,164,13.6429,12.1092,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,820000,Hopper-v5,123
3625.62,3575.26,165,13.6222,11.3158,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,825000,Hopper-v5,123
3595.26,3013.03,166,13.8147,11.8232,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,830000,Hopper-v5,123
3615.74,3523.5,167,13.5283,11.7076,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,835000,Hopper-v5,123
3552.13,3512.62,168,12.4919,10.8557,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,840000,Hopper-v5,123
3547.9,3477.42,169,12.9253,11.6427,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,845000,Hopper-v5,123
3586.57,3517.48,170,12.8009,11.2421,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,850000,Hopper-v5,123
3568.54,3201.55,171,13.9274,12.2803,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,855000,Hopper-v5,123
3596.28,3527.71,172,14.3488,12.2747,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,860000,Hopper-v5,123
3572.07,3039.17,173,13.468,12.646,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,865000,Hopper-v5,123
3601.2,3455.32,174,13.4603,11.4598,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,870000,Hopper-v5,123
3633.71,3102.43,175,13.839,13.6835,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,875000,Hopper-v5,123
3566.37,3479.28,176,12.8766,11.2389,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,880000,Hopper-v5,123
3582.76,3515.37,177,13.8115,12.5254,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,885000,Hopper-v5,123
3601.11,3456.81,178,12.9161,11.3659,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,890000,Hopper-v5,123
3581.04,3528.95,179,13.8851,12.3523,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,895000,Hopper-v5,123
3586.88,3485.47,180,13.5225,11.4849,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,900000,Hopper-v5,123
3591.24,3488.03,181,12.5317,11.0954,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,905000,Hopper-v5,123
3546.69,3105.75,182,12.5241,11.2326,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,910000,Hopper-v5,123
3589.29,3315.32,183,13.5229,11.4977,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,915000,Hopper-v5,123
3591.65,3544.47,184,13.0432,10.6503,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,920000,Hopper-v5,123
3557.13,3373.61,185,13.1697,12.23,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,925000,Hopper-v5,123
3610.41,2932.25,186,14.1384,12.6291,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,930000,Hopper-v5,123
3620.64,3413.64,187,14.1961,11.931,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,935000,Hopper-v5,123
3595.33,3548.04,188,15.126,12.9097,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,940000,Hopper-v5,123
3606.46,3571.59,189,12.8193,10.9409,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,945000,Hopper-v5,123
3592.35,3560.22,190,13.0834,11.5498,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,950000,Hopper-v5,123
3561.05,3531.81,191,12.6646,11.5788,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,955000,Hopper-v5,123
3608.94,3524.28,192,13.8061,11.5185,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,960000,Hopper-v5,123
3628.36,3492.13,193,13.4198,11.2108,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,965000,Hopper-v5,123
3556.81,3469.05,194,12.6819,11.2565,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,970000,Hopper-v5,123
3571.3,3528.58,195,13.2793,11.8549,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,975000,Hopper-v5,123
3610.78,3578.16,196,13.8552,11.9373,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,980000,Hopper-v5,123
3594.9,3574.1,197,14.1723,12.0833,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,985000,Hopper-v5,123
3587.17,3511.49,198,14.1978,11.7719,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,990000,Hopper-v5,123
3565.89,3508.15,199,13.7459,11.5794,4,10.0,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_23_q4_seed123_qstd10.0,995000,Hopper-v5,123
177.26,186.58,0,27.1773,34.6937,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,0,Hopper-v5,456
236.24,277.67,1,25.7393,43.766,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,5000,Hopper-v5,456
268.99,277.67,2,24.6356,118.5421,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,10000,Hopper-v5,456
282.11,279.47,3,23.8323,153.0891,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,15000,Hopper-v5,456
334.97,337.96,4,23.9573,46.6715,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,20000,Hopper-v5,456
332.61,365.7,5,22.775,37.0861,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,25000,Hopper-v5,456
451.36,448.3,6,22.6445,32.5485,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,30000,Hopper-v5,456
450.49,443.91,7,22.2844,47.3451,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,35000,Hopper-v5,456
399.29,411.92,8,22.1663,158.1972,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,40000,Hopper-v5,456
369.31,378.82,9,22.6759,34.0729,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,45000,Hopper-v5,456
386.14,393.89,10,22.2578,22.3148,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,50000,Hopper-v5,456
397.34,410.98,11,22.1482,19.5804,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,55000,Hopper-v5,456
447.46,426.14,12,21.5634,20.7301,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,60000,Hopper-v5,456
477.73,457.22,13,22.0675,21.3817,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,65000,Hopper-v5,456
461.34,426.85,14,21.9221,18.7253,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,70000,Hopper-v5,456
490.14,490.15,15,21.882,17.8915,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,75000,Hopper-v5,456
481.06,465.88,16,21.4433,19.0053,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,80000,Hopper-v5,456
509.42,517.27,17,21.7662,16.8425,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,85000,Hopper-v5,456
552.14,541.56,18,21.1262,15.5747,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,90000,Hopper-v5,456
550.43,544.83,19,21.1667,14.9894,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,95000,Hopper-v5,456
651.73,598.71,20,21.1806,15.7649,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,100000,Hopper-v5,456
612.29,600.94,21,20.966,15.7796,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,105000,Hopper-v5,456
690.94,660.08,22,21.1028,17.6501,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,110000,Hopper-v5,456
697.29,670.83,23,21.1588,20.3015,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,115000,Hopper-v5,456
793.77,747.86,24,20.5997,19.6592,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,120000,Hopper-v5,456
766.64,737.8,25,20.6343,21.2913,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,125000,Hopper-v5,456
844.03,834.45,26,20.4705,21.1342,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,130000,Hopper-v5,456
1090.17,946.6,27,20.655,18.768,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,135000,Hopper-v5,456
1070.65,950.89,28,20.6599,18.8528,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,140000,Hopper-v5,456
2684.23,2000.11,29,20.0,24.2332,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,145000,Hopper-v5,456
2772.1,2170.56,30,19.6914,20.8209,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,150000,Hopper-v5,456
2577.82,2180.78,31,20.4437,15.1104,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,155000,Hopper-v5,456
2534.35,2510.05,32,20.4384,15.6317,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,160000,Hopper-v5,456
2904.45,2108.07,33,20.2781,18.7972,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,165000,Hopper-v5,456
2948.36,2560.49,34,21.0901,18.1591,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,170000,Hopper-v5,456
3123.47,1667.75,35,20.2709,23.071,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,175000,Hopper-v5,456
3094.85,1733.38,36,20.0406,29.1489,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,180000,Hopper-v5,456
3012.44,2304.26,37,19.7705,20.985,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,185000,Hopper-v5,456
3096.59,2507.43,38,19.7334,18.3488,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,190000,Hopper-v5,456
3009.57,2328.67,39,19.5495,16.567,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,195000,Hopper-v5,456
3025.63,2898.41,40,20.3772,15.664,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,200000,Hopper-v5,456
3119.15,2780.62,41,19.9259,17.4414,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,205000,Hopper-v5,456
3038.85,2360.11,42,20.1984,16.0342,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,210000,Hopper-v5,456
3105.94,2624.7,43,19.1387,16.4965,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,215000,Hopper-v5,456
3024.0,2689.12,44,20.2698,14.8823,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,220000,Hopper-v5,456
3119.95,1623.44,45,19.6683,27.4657,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,225000,Hopper-v5,456
3081.34,3101.11,46,19.3567,21.7865,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,230000,Hopper-v5,456
3125.53,2071.95,47,19.7733,18.5511,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,235000,Hopper-v5,456
3068.79,2306.33,48,19.1884,22.151,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,240000,Hopper-v5,456
3068.27,2399.94,49,19.0906,19.1776,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,245000,Hopper-v5,456
3123.7,1966.72,50,18.9845,23.8298,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,250000,Hopper-v5,456
3062.0,2821.61,51,18.2742,16.9583,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,255000,Hopper-v5,456
3125.84,2339.62,52,19.4584,23.9601,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,260000,Hopper-v5,456
3116.21,1770.22,53,18.5599,36.2334,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,265000,Hopper-v5,456
3102.45,3013.26,54,17.6164,16.2941,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,270000,Hopper-v5,456
3093.19,2967.0,55,18.9449,16.6198,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,275000,Hopper-v5,456
3057.33,2961.44,56,18.9402,16.6283,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,280000,Hopper-v5,456
3122.34,2763.92,57,18.459,15.6876,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,285000,Hopper-v5,456
3131.93,2472.31,58,18.2624,31.0591,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,290000,Hopper-v5,456
3075.74,2994.27,59,18.5301,18.6561,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,295000,Hopper-v5,456
3108.16,2427.75,60,18.3456,18.6475,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,300000,Hopper-v5,456
3140.58,2570.05,61,17.3289,18.357,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,305000,Hopper-v5,456
3111.86,2631.99,62,18.5095,20.2698,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,310000,Hopper-v5,456
3090.94,2816.71,63,18.0279,16.6334,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,315000,Hopper-v5,456
3083.27,3063.39,64,18.5493,15.7828,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,320000,Hopper-v5,456
3137.73,2708.63,65,17.7418,17.6203,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,325000,Hopper-v5,456
3099.4,2618.62,66,16.9869,17.6005,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,330000,Hopper-v5,456
3089.37,2607.63,67,17.4389,14.5707,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,335000,Hopper-v5,456
3137.53,2243.45,68,18.0215,15.9461,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,340000,Hopper-v5,456
3075.75,2886.36,69,17.4103,13.9871,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,345000,Hopper-v5,456
3095.9,3100.22,70,18.1563,15.0354,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,350000,Hopper-v5,456
3092.36,2936.32,71,18.183,16.7735,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,355000,Hopper-v5,456
3100.14,2765.95,72,18.9007,15.3971,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,360000,Hopper-v5,456
3110.36,2605.26,73,18.2463,14.9163,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,365000,Hopper-v5,456
3136.73,2777.18,74,19.0047,17.4069,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,370000,Hopper-v5,456
3074.25,2775.9,75,18.3771,15.0786,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,375000,Hopper-v5,456
3081.91,3006.12,76,17.9474,14.6634,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,380000,Hopper-v5,456
3068.44,3060.61,77,17.9787,15.2032,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,385000,Hopper-v5,456
2880.29,1694.27,78,18.9596,17.8798,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,390000,Hopper-v5,456
3088.55,3062.56,79,18.1943,15.4728,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,395000,Hopper-v5,456
3118.3,2624.81,80,18.4894,16.4434,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,400000,Hopper-v5,456
3122.87,2897.4,81,18.3081,17.2236,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,405000,Hopper-v5,456
3098.1,2966.87,82,18.7567,18.5941,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,410000,Hopper-v5,456
3075.16,3040.58,83,18.4407,15.692,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,415000,Hopper-v5,456
3119.39,2268.19,84,19.5103,17.8865,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,420000,Hopper-v5,456
3086.84,3060.69,85,19.0935,16.0279,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,425000,Hopper-v5,456
3081.24,2857.88,86,18.9814,16.1178,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,430000,Hopper-v5,456
3098.44,2645.58,87,17.8463,14.5683,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,435000,Hopper-v5,456
3117.27,2669.65,88,18.4791,18.8714,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,440000,Hopper-v5,456
3110.62,2573.05,89,18.821,16.6674,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,445000,Hopper-v5,456
3110.41,2863.27,90,19.154,16.6925,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,450000,Hopper-v5,456
3097.44,2419.02,91,18.2991,15.3358,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,455000,Hopper-v5,456
3079.86,2853.82,92,18.6994,16.6149,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,460000,Hopper-v5,456
3076.35,2353.21,93,19.2786,19.6502,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,465000,Hopper-v5,456
3075.74,2690.67,94,18.3505,20.427,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,470000,Hopper-v5,456
3060.26,2954.34,95,17.1636,14.5804,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,475000,Hopper-v5,456
3091.27,1744.06,96,17.6774,20.0212,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,480000,Hopper-v5,456
3099.87,2721.61,97,17.5574,15.7077,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,485000,Hopper-v5,456
3082.13,3047.38,98,17.7673,14.97,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,490000,Hopper-v5,456
3104.3,2868.97,99,17.6316,14.6839,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_19_q4_seed456_qstd0.1,495000,Hopper-v5,456
