Real Det Return,Real Sto Return,Itration,Running Forward KL,Running Reverse KL,q,clip,folder,episode,environment,seed
3193.82,2934.84,45,16.3861,14.9499,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,225000,Hopper-v5,123
2732.77,1735.26,46,16.4307,16.9656,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,230000,Hopper-v5,123
2741.8,1661.09,47,17.0301,18.567,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,235000,Hopper-v5,123
3205.08,3056.67,48,16.9411,15.5411,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,240000,Hopper-v5,123
3166.78,2935.57,49,16.1301,14.9599,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,245000,Hopper-v5,123
2737.29,1652.1,50,17.2877,18.6408,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,250000,Hopper-v5,123
3238.91,2780.35,51,16.2472,15.6939,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,255000,Hopper-v5,123
3192.88,2962.91,52,16.5163,16.1382,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,260000,Hopper-v5,123
3311.08,2143.82,53,16.6613,19.0666,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,265000,Hopper-v5,123
3238.52,3115.81,54,16.333,14.8905,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,270000,Hopper-v5,123
3219.26,3003.99,55,16.8474,15.7718,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,275000,Hopper-v5,123
3251.67,2812.79,56,16.1341,14.0539,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,280000,Hopper-v5,123
3318.62,2206.93,57,16.9051,21.5167,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,285000,Hopper-v5,123
3259.77,3012.74,58,16.7567,14.3727,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,290000,Hopper-v5,123
3281.99,3144.59,59,15.9584,13.9481,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,295000,Hopper-v5,123
3290.83,3288.63,60,15.619,13.7897,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,300000,Hopper-v5,123
3319.6,2804.23,61,15.7148,13.5349,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,305000,Hopper-v5,123
3305.57,2980.76,62,15.4623,13.7766,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,310000,Hopper-v5,123
3346.06,2771.8,63,15.5777,14.4729,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,315000,Hopper-v5,123
3346.6,3331.07,64,15.3823,14.4075,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,320000,Hopper-v5,123
3362.88,2654.32,65,14.7219,13.2988,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,325000,Hopper-v5,123
3285.25,3293.11,66,15.0762,13.7758,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,330000,Hopper-v5,123
3369.84,3254.79,67,14.3171,12.7921,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,335000,Hopper-v5,123
3400.26,3384.4,68,14.5026,13.3039,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,340000,Hopper-v5,123
3413.0,2976.3,69,13.9729,12.9368,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,345000,Hopper-v5,123
3430.72,3181.35,70,13.8802,13.1531,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,350000,Hopper-v5,123
3396.0,3296.29,71,14.678,14.0384,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,355000,Hopper-v5,123
3377.02,3347.99,72,14.0422,13.1225,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,360000,Hopper-v5,123
3425.23,3396.79,73,14.4799,13.8021,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,365000,Hopper-v5,123
3398.96,3371.49,74,13.7948,13.3499,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,370000,Hopper-v5,123
3419.19,3395.72,75,13.9445,13.1581,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,375000,Hopper-v5,123
3442.39,3409.78,76,13.3837,12.7278,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,380000,Hopper-v5,123
3440.44,3202.38,77,13.7573,12.6503,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,385000,Hopper-v5,123
3444.22,3311.34,78,13.073,12.4331,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,390000,Hopper-v5,123
3409.98,2581.89,79,13.7193,14.244,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,395000,Hopper-v5,123
3443.96,3282.76,80,13.9328,13.6198,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,400000,Hopper-v5,123
3446.45,2853.02,81,13.79,14.4213,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,405000,Hopper-v5,123
3461.96,3176.55,82,13.7329,14.512,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,410000,Hopper-v5,123
3433.85,3136.75,83,14.7433,14.4494,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,415000,Hopper-v5,123
3451.81,3312.1,84,13.6076,13.2645,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,420000,Hopper-v5,123
3455.67,2985.93,85,14.281,15.3899,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,425000,Hopper-v5,123
3430.12,3323.05,86,13.2875,13.3137,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,430000,Hopper-v5,123
3424.81,3346.55,87,13.646,13.9007,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,435000,Hopper-v5,123
3434.94,3339.13,88,13.1423,12.8207,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,440000,Hopper-v5,123
3449.55,2900.76,89,13.739,15.1285,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,445000,Hopper-v5,123
3437.53,2953.89,90,13.4038,14.3781,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,450000,Hopper-v5,123
3402.4,3394.3,91,13.2526,12.9787,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,455000,Hopper-v5,123
3446.99,3393.68,92,12.8141,12.6412,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,460000,Hopper-v5,123
3449.59,3381.54,93,13.5407,13.1328,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,465000,Hopper-v5,123
3407.12,3204.17,94,13.9959,14.6077,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,470000,Hopper-v5,123
3440.42,3381.57,95,13.112,13.3981,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,475000,Hopper-v5,123
3500.14,3434.12,96,13.4083,13.2398,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,480000,Hopper-v5,123
3424.38,3308.47,97,13.3116,13.0276,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,485000,Hopper-v5,123
3435.68,3431.08,98,13.5275,13.5063,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,490000,Hopper-v5,123
3458.05,3411.66,99,13.4894,13.5565,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,495000,Hopper-v5,123
3471.61,3447.42,100,13.4989,13.0204,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,500000,Hopper-v5,123
3481.26,3221.42,101,12.8331,12.576,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,505000,Hopper-v5,123
3471.49,2246.34,102,14.0506,18.663,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,510000,Hopper-v5,123
3490.18,3114.43,103,12.9602,12.4861,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,515000,Hopper-v5,123
3445.75,3436.65,104,12.6473,12.7754,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,520000,Hopper-v5,123
3446.54,3432.72,105,13.4523,13.0104,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,525000,Hopper-v5,123
3440.99,3426.25,106,13.0855,13.1901,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,530000,Hopper-v5,123
3460.49,3187.51,107,13.2059,13.1214,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,535000,Hopper-v5,123
3432.27,3423.45,108,13.5316,13.1469,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,540000,Hopper-v5,123
3433.13,3432.17,109,12.7866,12.1334,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,545000,Hopper-v5,123
3457.19,3420.42,110,13.097,13.3969,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,550000,Hopper-v5,123
3474.61,3457.68,111,13.0401,12.8994,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,555000,Hopper-v5,123
3492.93,3481.75,112,12.9938,13.065,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,560000,Hopper-v5,123
3430.26,3422.95,113,13.5879,13.0752,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,565000,Hopper-v5,123
3471.79,2906.58,114,13.4676,14.8661,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,570000,Hopper-v5,123
3462.74,3102.96,115,13.0456,12.9632,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,575000,Hopper-v5,123
3471.03,2620.8,116,13.3626,13.7144,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,580000,Hopper-v5,123
3463.36,3314.13,117,13.3618,12.7069,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,585000,Hopper-v5,123
3463.52,3444.07,118,12.9576,12.7572,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,590000,Hopper-v5,123
3457.9,3361.82,119,12.5536,12.8198,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,595000,Hopper-v5,123
3494.96,3408.05,120,12.4046,12.5474,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,600000,Hopper-v5,123
3469.35,3139.55,121,12.3941,11.9803,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,605000,Hopper-v5,123
3432.4,3414.38,122,12.5432,12.9472,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,610000,Hopper-v5,123
3447.49,3433.41,123,12.3889,12.6167,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,615000,Hopper-v5,123
3440.91,3420.49,124,12.504,12.1162,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,620000,Hopper-v5,123
3449.67,3391.21,125,12.6969,13.4368,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,625000,Hopper-v5,123
3468.63,3411.79,126,12.8025,12.6598,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,630000,Hopper-v5,123
3493.07,3453.81,127,12.3272,12.7508,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,635000,Hopper-v5,123
3478.61,3385.97,128,12.5387,11.8532,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,640000,Hopper-v5,123
3474.13,3278.66,129,12.1768,12.1761,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,645000,Hopper-v5,123
3490.46,3207.51,130,13.0751,15.5853,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,650000,Hopper-v5,123
3464.41,3258.57,131,12.7974,12.2162,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,655000,Hopper-v5,123
3478.5,3173.17,132,12.0171,12.058,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,660000,Hopper-v5,123
3457.98,3439.17,133,12.9432,12.9751,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,665000,Hopper-v5,123
3501.42,2913.15,134,13.0126,14.4411,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,670000,Hopper-v5,123
3493.29,3135.43,135,12.6198,12.5729,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,675000,Hopper-v5,123
3436.76,3326.43,136,12.8822,12.9384,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,680000,Hopper-v5,123
3478.38,3367.47,137,12.3498,12.3573,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,685000,Hopper-v5,123
3455.31,3302.94,138,12.0407,12.1026,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,690000,Hopper-v5,123
3528.86,3287.01,139,12.254,11.6813,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,695000,Hopper-v5,123
3475.18,3450.79,140,12.5987,12.5566,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,700000,Hopper-v5,123
3508.85,2763.07,141,12.3194,12.0623,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,705000,Hopper-v5,123
3449.15,3418.55,142,12.202,12.1238,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,710000,Hopper-v5,123
3493.43,3286.44,143,12.1656,12.0814,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,715000,Hopper-v5,123
3489.55,3368.86,144,12.5457,11.6519,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,720000,Hopper-v5,123
3513.33,3374.67,145,12.7796,12.6645,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,725000,Hopper-v5,123
3484.48,3124.21,146,12.4051,11.5563,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,730000,Hopper-v5,123
3491.87,3394.05,147,12.2743,12.1851,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,735000,Hopper-v5,123
3484.39,3305.46,148,12.5452,12.3798,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,740000,Hopper-v5,123
3485.16,3341.21,149,12.0792,11.992,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,745000,Hopper-v5,123
3519.88,3501.27,150,12.1254,11.7128,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,750000,Hopper-v5,123
3489.21,3286.55,151,12.7546,12.4261,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,755000,Hopper-v5,123
3492.65,3377.18,152,12.6562,12.8766,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,760000,Hopper-v5,123
3501.68,3373.75,153,12.6081,12.5829,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,765000,Hopper-v5,123
3523.83,3271.08,154,13.0078,11.8929,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,770000,Hopper-v5,123
3503.36,3490.94,155,12.1512,11.825,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,775000,Hopper-v5,123
3506.28,3381.92,156,11.9497,11.5799,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,780000,Hopper-v5,123
3515.58,3422.07,157,12.5285,11.5999,4,0.1,logs/Hopper-v5/exp-1/cisl/2025_01_25_00_28_18_q4_seed123_qstd0.1,785000,Hopper-v5,123
